"","Overall","marker","n.fold","method","variable"
"V224037",0,"V2240","4","BO","8"
"V224157",0,"V2241","4","BO","8"
"V224237",0,"V2242","4","BO","8"
"V224337",0,"V2243","4","BO","8"
"V224437",0,"V2244","4","BO","8"
"V224537",0,"V2245","4","BO","8"
"V224637",0,"V2246","4","BO","8"
"V224737",6.08613484723561,"V2247","4","BO","8"
"V224837",0,"V2248","4","BO","8"
"V224937",0,"V2249","4","BO","8"
"V225037",0,"V2250","4","BO","8"
"V225157",2.34833563988329,"V2251","4","BO","8"
"V225237",0,"V2252","4","BO","8"
"V225337",0,"V2253","4","BO","8"
"V225437",0,"V2254","4","BO","8"
"V225537",0,"V2255","4","BO","8"
"V225637",7.36397444280126,"V2256","4","BO","8"
"V225737",0,"V2257","4","BO","8"
"V225837",0,"V2258","4","BO","8"
"V225937",0,"V2259","4","BO","8"
"V226037",0,"V2260","4","BO","8"
"V226157",0,"V2261","4","BO","8"
"V226237",0,"V2262","4","BO","8"
"V226337",0,"V2263","4","BO","8"
"V226437",2.02209456775362,"V2264","4","BO","8"
"V226537",0,"V2265","4","BO","8"
"V226637",0,"V2266","4","BO","8"
"V226737",5.53817229367201,"V2267","4","BO","8"
"V226837",0,"V2268","4","BO","8"
"V226937",0,"V2269","4","BO","8"
"V227037",0,"V2270","4","BO","8"
"V227157",0,"V2271","4","BO","8"
"V227237",0,"V2272","4","BO","8"
"V227337",0,"V2273","4","BO","8"
"V227437",0,"V2274","4","BO","8"
"V227537",0,"V2275","4","BO","8"
"V227637",3.77245789038243,"V2276","4","BO","8"
"V227737",0,"V2277","4","BO","8"
"V227837",0,"V2278","4","BO","8"
"V227937",6.50218153719108,"V2279","4","BO","8"
"V228037",0,"V2280","4","BO","8"
"V228157",0,"V2281","4","BO","8"
"V228237",0,"V2282","4","BO","8"
"V228337",7.84323619041576,"V2283","4","BO","8"
"V228437",6.53175676391748,"V2284","4","BO","8"
"V228537",0,"V2285","4","BO","8"
"V228637",25.6692406824652,"V2286","4","BO","8"
"V228737",0,"V2287","4","BO","8"
"V228837",0,"V2288","4","BO","8"
"V228937",0,"V2289","4","BO","8"
"V229037",0,"V2290","4","BO","8"
"V229157",0,"V2291","4","BO","8"
"V229237",11.4390644252232,"V2292","4","BO","8"
"V229337",1.92164509636999,"V2293","4","BO","8"
"V229437",0,"V2294","4","BO","8"
"V229537",0,"V2295","4","BO","8"
"V229637",21.5640956223047,"V2296","4","BO","8"
"V229737",7.51031745339115,"V2297","4","BO","8"
"V229837",0,"V2298","4","BO","8"
"V229937",0,"V2299","4","BO","8"
"V230037",0,"V2300","4","BO","8"
"V230157",0,"V2301","4","BO","8"
"V230237",11.6323020852023,"V2302","4","BO","8"
"V230337",0,"V2303","4","BO","8"
"V230437",0,"V2304","4","BO","8"
"V230537",0,"V2305","4","BO","8"
"V230637",0,"V2306","4","BO","8"
"V230737",0,"V2307","4","BO","8"
"V230837",0,"V2308","4","BO","8"
"V230937",0,"V2309","4","BO","8"
"V231057",0,"V2310","4","BO","8"
"V231157",14.4033731269851,"V2311","4","BO","8"
"V231237",0,"V2312","4","BO","8"
"V231337",1.97443866303106,"V2313","4","BO","8"
"V231437",0,"V2314","4","BO","8"
"V231537",0,"V2315","4","BO","8"
"V231637",0,"V2316","4","BO","8"
"V231737",0,"V2317","4","BO","8"
"V231837",0,"V2318","4","BO","8"
"V231937",0,"V2319","4","BO","8"
"V232037",10.533870369268,"V2320","4","BO","8"
"V232157",0,"V2321","4","BO","8"
"V232237",0,"V2322","4","BO","8"
"V232337",0,"V2323","4","BO","8"
"V232437",9.54781606401224,"V2324","4","BO","8"
"V232537",0,"V2325","4","BO","8"
"V232637",0,"V2326","4","BO","8"
"V232737",0,"V2327","4","BO","8"
"V232837",3.73001012106094,"V2328","4","BO","8"
"V232937",0,"V2329","4","BO","8"
"V233037",0,"V2330","4","BO","8"
"V233157",0,"V2331","4","BO","8"
"V233237",0,"V2332","4","BO","8"
"V233337",0,"V2333","4","BO","8"
"V233437",3.60238040403589,"V2334","4","BO","8"
"V233537",2.47587731298852,"V2335","4","BO","8"
"V233637",0,"V2336","4","BO","8"
"V233737",0,"V2337","4","BO","8"
"V233837",0,"V2338","4","BO","8"
"V233937",0,"V2339","4","BO","8"
"V234037",0,"V2340","4","BO","8"
"V234157",0,"V2341","4","BO","8"
"V234237",0,"V2342","4","BO","8"
"V234337",0,"V2343","4","BO","8"
"V234437",3.21052159018833,"V2344","4","BO","8"
"V234537",0,"V2345","4","BO","8"
"V234637",0,"V2346","4","BO","8"
"V234737",0,"V2347","4","BO","8"
"V234837",0,"V2348","4","BO","8"
"V234937",0,"V2349","4","BO","8"
"V235037",3.21160702730187,"V2350","4","BO","8"
"V235157",0,"V2351","4","BO","8"
"V235237",0,"V2352","4","BO","8"
"V235337",0,"V2353","4","BO","8"
"V235437",0,"V2354","4","BO","8"
"V235537",0,"V2355","4","BO","8"
"V235637",0,"V2356","4","BO","8"
"V235737",0,"V2357","4","BO","8"
"V235837",0,"V2358","4","BO","8"
"V235937",0,"V2359","4","BO","8"
"V236037",0,"V2360","4","BO","8"
"V236157",0,"V2361","4","BO","8"
"V236237",0,"V2362","4","BO","8"
"V236337",0,"V2363","4","BO","8"
"V236437",0,"V2364","4","BO","8"
"V236537",0,"V2365","4","BO","8"
"V236637",0,"V2366","4","BO","8"
"V236737",0,"V2367","4","BO","8"
"V236837",0,"V2368","4","BO","8"
"V236937",0,"V2369","4","BO","8"
"V237037",0,"V2370","4","BO","8"
"V237157",9.2987883860539,"V2371","4","BO","8"
"V237237",0,"V2372","4","BO","8"
"V237337",0,"V2373","4","BO","8"
"V237437",0,"V2374","4","BO","8"
"V237537",8.5324123294296,"V2375","4","BO","8"
"V237637",0,"V2376","4","BO","8"
"V237737",0,"V2377","4","BO","8"
"V237837",8.14397049569473,"V2378","4","BO","8"
"V237937",0,"V2379","4","BO","8"
"V238037",6.68189569346887,"V2380","4","BO","8"
"V238157",3.40004084800293,"V2381","4","BO","8"
"V238237",0,"V2382","4","BO","8"
"V238337",0,"V2383","4","BO","8"
"V238437",3.7179664844665,"V2384","4","BO","8"
"V238537",2.15404234564227,"V2385","4","BO","8"
"V238637",0,"V2386","4","BO","8"
"V238737",2.07210973532141,"V2387","4","BO","8"
"V238837",5.63657985755074,"V2388","4","BO","8"
"V238937",7.27249839362148,"V2389","4","BO","8"
"V239037",0,"V2390","4","BO","8"
"V239157",2.50139590705255,"V2391","4","BO","8"
"V239237",4.00230640671119,"V2392","4","BO","8"
"V239337",0,"V2393","4","BO","8"
"V239437",0,"V2394","4","BO","8"
"V239537",0,"V2395","4","BO","8"
"V239637",0,"V2396","4","BO","8"
"V239737",0,"V2397","4","BO","8"
"V239837",0,"V2398","4","BO","8"
"V239937",0,"V2399","4","BO","8"
"V240037",0,"V2400","4","BO","8"
"V240157",3.02625299177959,"V2401","4","BO","8"
"V240237",0,"V2402","4","BO","8"
"V240337",0,"V2403","4","BO","8"
"V240437",4.47561897929173,"V2404","4","BO","8"
"V240537",0,"V2405","4","BO","8"
"V240637",0,"V2406","4","BO","8"
"V240737",1.59737342292963,"V2407","4","BO","8"
"V240837",10.399051292705,"V2408","4","BO","8"
"V240937",2.33296960631745,"V2409","4","BO","8"
"V241057",0,"V2410","4","BO","8"
"V241157",0,"V2411","4","BO","8"
"V241237",0,"V2412","4","BO","8"
"V241337",0,"V2413","4","BO","8"
"V241437",0,"V2414","4","BO","8"
"V241537",2.07581322887335,"V2415","4","BO","8"
"V241637",0,"V2416","4","BO","8"
"V241737",0,"V2417","4","BO","8"
"V241837",0,"V2418","4","BO","8"
"V241937",0,"V2419","4","BO","8"
"V242037",0,"V2420","4","BO","8"
"V242157",0,"V2421","4","BO","8"
"V242237",2.66340198938754,"V2422","4","BO","8"
"V242337",0,"V2423","4","BO","8"
"V242437",0,"V2424","4","BO","8"
"V242537",0,"V2425","4","BO","8"
"V242637",0,"V2426","4","BO","8"
"V242737",0,"V2427","4","BO","8"
"V242837",0,"V2428","4","BO","8"
"V242937",3.50463708180083,"V2429","4","BO","8"
"V243037",0,"V2430","4","BO","8"
"V243157",0,"V2431","4","BO","8"
"V243237",0,"V2432","4","BO","8"
"V243337",0,"V2433","4","BO","8"
"V243437",0,"V2434","4","BO","8"
"V243537",0,"V2435","4","BO","8"
"V243637",0,"V2436","4","BO","8"
"V243737",0,"V2437","4","BO","8"
"V243837",0,"V2438","4","BO","8"
"V243937",0,"V2439","4","BO","8"
"V244037",0,"V2440","4","BO","8"
"V244157",0,"V2441","4","BO","8"
"V244237",0,"V2442","4","BO","8"
"V244337",0,"V2443","4","BO","8"
"V244437",0,"V2444","4","BO","8"
"V244537",0,"V2445","4","BO","8"
"V244637",5.83225103470841,"V2446","4","BO","8"
"V244737",0,"V2447","4","BO","8"
"V244837",0,"V2448","4","BO","8"
"V244937",0,"V2449","4","BO","8"
"V245037",0,"V2450","4","BO","8"
"V245157",0,"V2451","4","BO","8"
"V245237",0,"V2452","4","BO","8"
"V245337",0,"V2453","4","BO","8"
"V245437",0,"V2454","4","BO","8"
"V245537",0,"V2455","4","BO","8"
"V245637",0,"V2456","4","BO","8"
"V245737",0,"V2457","4","BO","8"
"V245837",2.64970521399928,"V2458","4","BO","8"
"V245937",0,"V2459","4","BO","8"
"V246037",0,"V2460","4","BO","8"
"V246157",0,"V2461","4","BO","8"
"V246237",0,"V2462","4","BO","8"
"V246337",0,"V2463","4","BO","8"
"V246437",0,"V2464","4","BO","8"
"V246537",0,"V2465","4","BO","8"
"V246637",0,"V2466","4","BO","8"
"V246737",0,"V2467","4","BO","8"
"V246837",0,"V2468","4","BO","8"
"V246937",0,"V2469","4","BO","8"
"V247037",0,"V2470","4","BO","8"
"V247157",0,"V2471","4","BO","8"
"V247237",0,"V2472","4","BO","8"
"V247337",0,"V2473","4","BO","8"
"V247437",0,"V2474","4","BO","8"
"V247537",0,"V2475","4","BO","8"
"V247637",0,"V2476","4","BO","8"
"V247737",0,"V2477","4","BO","8"
"V247837",0,"V2478","4","BO","8"
"V247937",0,"V2479","4","BO","8"
"V248037",0,"V2480","4","BO","8"
"V248157",0,"V2481","4","BO","8"
"V248237",0,"V2482","4","BO","8"
"V248337",0,"V2483","4","BO","8"
"V248437",0,"V2484","4","BO","8"
"V248537",21.4770561488596,"V2485","4","BO","8"
"V248637",0,"V2486","4","BO","8"
"V248737",0,"V2487","4","BO","8"
"V248837",0,"V2488","4","BO","8"
"V248937",0,"V2489","4","BO","8"
"V249037",0,"V2490","4","BO","8"
"V249157",0,"V2491","4","BO","8"
"V249237",0,"V2492","4","BO","8"
"V249337",0,"V2493","4","BO","8"
"V249437",0,"V2494","4","BO","8"
"V249537",0,"V2495","4","BO","8"
"V249637",0,"V2496","4","BO","8"
"V249737",0,"V2497","4","BO","8"
"V249837",0,"V2498","4","BO","8"
"V249937",2.47909273325639,"V2499","4","BO","8"
"V250037",33.3880190118409,"V2500","4","BO","8"
"V250157",6.22280767323063,"V2501","4","BO","8"
"V250237",0,"V2502","4","BO","8"
"V250337",0,"V2503","4","BO","8"
"V250437",0,"V2504","4","BO","8"
"V250537",0,"V2505","4","BO","8"
"V250637",0,"V2506","4","BO","8"
"V250737",0,"V2507","4","BO","8"
"V250837",18.6750321060537,"V2508","4","BO","8"
"V250937",4.29750251232148,"V2509","4","BO","8"
"V251057",0,"V2510","4","BO","8"
"V251157",9.64347908906341,"V2511","4","BO","8"
"V251237",0,"V2512","4","BO","8"
"V251337",3.00206693352614,"V2513","4","BO","8"
"V251437",0,"V2514","4","BO","8"
"V251537",0,"V2515","4","BO","8"
"V251637",0,"V2516","4","BO","8"
"V251737",0,"V2517","4","BO","8"
"V251837",0,"V2518","4","BO","8"
"V251937",5.71804164897192,"V2519","4","BO","8"
"V252037",0,"V2520","4","BO","8"
"V252157",0,"V2521","4","BO","8"
"V252237",0,"V2522","4","BO","8"
"V252337",19.0250827690436,"V2523","4","BO","8"
"V252437",0,"V2524","4","BO","8"
"V252537",0,"V2525","4","BO","8"
"V252637",7.26407960182192,"V2526","4","BO","8"
"V252737",0,"V2527","4","BO","8"
"V252837",0,"V2528","4","BO","8"
"V252937",0,"V2529","4","BO","8"
"V253037",0,"V2530","4","BO","8"
"V253157",0,"V2531","4","BO","8"
"V253237",7.77021627226577,"V2532","4","BO","8"
"V253337",0,"V2533","4","BO","8"
"V253437",0,"V2534","4","BO","8"
"V253537",0,"V2535","4","BO","8"
"V253637",0,"V2536","4","BO","8"
"V253737",0,"V2537","4","BO","8"
"V253837",0,"V2538","4","BO","8"
"V253937",3.25763365710766,"V2539","4","BO","8"
"V254037",2.87248274857315,"V2540","4","BO","8"
"V254157",0,"V2541","4","BO","8"
"V254237",0,"V2542","4","BO","8"
"V254337",0,"V2543","4","BO","8"
"V254437",0,"V2544","4","BO","8"
"V254537",0,"V2545","4","BO","8"
"V254637",0,"V2546","4","BO","8"
"V254737",0,"V2547","4","BO","8"
"V254837",5.92730086840995,"V2548","4","BO","8"
"V254937",0,"V2549","4","BO","8"
"V255037",0,"V2550","4","BO","8"
"V255157",6.17765306069695,"V2551","4","BO","8"
"V255237",4.8494205003517,"V2552","4","BO","8"
"V255337",0,"V2553","4","BO","8"
"V255437",0,"V2554","4","BO","8"
"V255537",0,"V2555","4","BO","8"
"V255637",0,"V2556","4","BO","8"
"V255737",0,"V2557","4","BO","8"
"V255837",0,"V2558","4","BO","8"
"V255937",4.72571148555476,"V2559","4","BO","8"
"V256037",0,"V2560","4","BO","8"
"V256157",0,"V2561","4","BO","8"
"V256237",0,"V2562","4","BO","8"
"V256337",0,"V2563","4","BO","8"
"V256437",0,"V2564","4","BO","8"
"V256537",0,"V2565","4","BO","8"
"V256637",0,"V2566","4","BO","8"
"V256737",6.25647270343366,"V2567","4","BO","8"
"V256837",13.1084900510602,"V2568","4","BO","8"
"V256937",0,"V2569","4","BO","8"
"V257037",0,"V2570","4","BO","8"
"V257157",0,"V2571","4","BO","8"
"V257237",0,"V2572","4","BO","8"
"V257337",0,"V2573","4","BO","8"
"V257437",0,"V2574","4","BO","8"
"V257537",0,"V2575","4","BO","8"
"V257637",0,"V2576","4","BO","8"
"V257737",5.46292005319771,"V2577","4","BO","8"
"V257837",3.23435424780879,"V2578","4","BO","8"
"V257937",3.48048971509056,"V2579","4","BO","8"
"V258037",0,"V2580","4","BO","8"
"V258157",0,"V2581","4","BO","8"
"V258237",0,"V2582","4","BO","8"
"V258337",0,"V2583","4","BO","8"
"V258437",0,"V2584","4","BO","8"
"V258537",0,"V2585","4","BO","8"
"V258637",0,"V2586","4","BO","8"
"V258737",0,"V2587","4","BO","8"
"V258837",7.16276991337415,"V2588","4","BO","8"
"V258937",0,"V2589","4","BO","8"
"V259037",8.43524407042279,"V2590","4","BO","8"
"V259157",0,"V2591","4","BO","8"
"V259237",3.9284398546772,"V2592","4","BO","8"
"V259337",3.19452690211561,"V2593","4","BO","8"
"V259437",0,"V2594","4","BO","8"
"V259537",0,"V2595","4","BO","8"
"V259637",0,"V2596","4","BO","8"
"V259737",0,"V2597","4","BO","8"
"V259837",0,"V2598","4","BO","8"
"V259937",0,"V2599","4","BO","8"
"V260037",3.18980312614259,"V2600","4","BO","8"
"V260157",0,"V2601","4","BO","8"
"V260237",8.4276224564004,"V2602","4","BO","8"
"V260337",0,"V2603","4","BO","8"
"V260437",0,"V2604","4","BO","8"
"V260537",3.45900715526266,"V2605","4","BO","8"
"V260637",0,"V2606","4","BO","8"
"V260737",0,"V2607","4","BO","8"
"V260837",0,"V2608","4","BO","8"
"V260937",0,"V2609","4","BO","8"
"V261057",0,"V2610","4","BO","8"
"V261157",7.64872070546654,"V2611","4","BO","8"
"V261237",2.07678935726157,"V2612","4","BO","8"
"V261337",0,"V2613","4","BO","8"
"V261437",0,"V2614","4","BO","8"
"V261537",0,"V2615","4","BO","8"
"V261637",0,"V2616","4","BO","8"
"V261737",0,"V2617","4","BO","8"
"V261837",1.74606192186764,"V2618","4","BO","8"
"V261937",0,"V2619","4","BO","8"
"V262037",0,"V2620","4","BO","8"
"V262157",0,"V2621","4","BO","8"
"V262237",0,"V2622","4","BO","8"
"V262337",0,"V2623","4","BO","8"
"V262437",0,"V2624","4","BO","8"
"V262537",1.81868802381377,"V2625","4","BO","8"
"V262637",0,"V2626","4","BO","8"
"V262737",2.05862608392881,"V2627","4","BO","8"
"V262837",0,"V2628","4","BO","8"
"V262937",0,"V2629","4","BO","8"
"V263037",0,"V2630","4","BO","8"
"V263157",0,"V2631","4","BO","8"
"V263237",0,"V2632","4","BO","8"
"V263337",2.58035801669997,"V2633","4","BO","8"
"V263437",0,"V2634","4","BO","8"
"V263537",2.58364540698945,"V2635","4","BO","8"
"V263637",0,"V2636","4","BO","8"
"V263737",0,"V2637","4","BO","8"
"V263837",0,"V2638","4","BO","8"
"V263937",0,"V2639","4","BO","8"
"V264037",0,"V2640","4","BO","8"
"V264157",0,"V2641","4","BO","8"
"V264237",0,"V2642","4","BO","8"
"V264337",0,"V2643","4","BO","8"
"V264437",0,"V2644","4","BO","8"
"V264537",0,"V2645","4","BO","8"
"V264637",3.34282827244276,"V2646","4","BO","8"
"V264737",0,"V2647","4","BO","8"
"V264837",4.36982640320461,"V2648","4","BO","8"
"V264937",4.0172691057284,"V2649","4","BO","8"
"V265037",0,"V2650","4","BO","8"
"V265157",0,"V2651","4","BO","8"
"V265237",0,"V2652","4","BO","8"
"V265337",4.6698476952329,"V2653","4","BO","8"
"V265437",0,"V2654","4","BO","8"
"V265537",0,"V2655","4","BO","8"
"V265637",0,"V2656","4","BO","8"
"V265737",0,"V2657","4","BO","8"
"V265837",3.59586568235069,"V2658","4","BO","8"
"V265937",0,"V2659","4","BO","8"
"V266037",13.2528209133074,"V2660","4","BO","8"
"V266157",14.3688389462161,"V2661","4","BO","8"
"V266237",0,"V2662","4","BO","8"
"V266337",0,"V2663","4","BO","8"
"V266437",1.45108641581559,"V2664","4","BO","8"
"V266537",2.66775943558188,"V2665","4","BO","8"
"V266637",0,"V2666","4","BO","8"
"V266737",0,"V2667","4","BO","8"
"V266837",0,"V2668","4","BO","8"
"V266937",0,"V2669","4","BO","8"
"V267037",0,"V2670","4","BO","8"
"V267157",0,"V2671","4","BO","8"
"V267237",0,"V2672","4","BO","8"
"V267337",0,"V2673","4","BO","8"
"V267437",0,"V2674","4","BO","8"
"V267537",0,"V2675","4","BO","8"
"V267637",1.92501658333388,"V2676","4","BO","8"
"V267737",0,"V2677","4","BO","8"
"V267837",5.25695394372523,"V2678","4","BO","8"
"V267937",0,"V2679","4","BO","8"
"V268037",0,"V2680","4","BO","8"
"V268157",0,"V2681","4","BO","8"
"V268237",0,"V2682","4","BO","8"
"V268337",6.20858006129065,"V2683","4","BO","8"
"V268437",2.55697429828483,"V2684","4","BO","8"
"V268537",0,"V2685","4","BO","8"
"V268637",0,"V2686","4","BO","8"
"V268737",10.7244183960095,"V2687","4","BO","8"
"V268837",6.3149998232696,"V2688","4","BO","8"
"V268937",11.4300453954773,"V2689","4","BO","8"
"V269037",0,"V2690","4","BO","8"
"V269157",0,"V2691","4","BO","8"
"V269237",52.2528757175909,"V2692","4","BO","8"
"V269337",0,"V2693","4","BO","8"
"V269437",8.19427249652518,"V2694","4","BO","8"
"V269537",11.5964955798037,"V2695","4","BO","8"
"V269637",0,"V2696","4","BO","8"
"V269737",7.81543116962168,"V2697","4","BO","8"
"V269837",0,"V2698","4","BO","8"
"V269937",11.2594227565668,"V2699","4","BO","8"
"V270037",0,"V2700","4","BO","8"
"V270157",0,"V2701","4","BO","8"
"V270237",0,"V2702","4","BO","8"
"V270337",0,"V2703","4","BO","8"
"V270437",0,"V2704","4","BO","8"
"V270537",0,"V2705","4","BO","8"
"V270637",0,"V2706","4","BO","8"
"V270737",0,"V2707","4","BO","8"
"V270837",6.15968996324182,"V2708","4","BO","8"
"V270937",0,"V2709","4","BO","8"
"V271057",0,"V2710","4","BO","8"
"V271157",3.29601658925348,"V2711","4","BO","8"
"V271237",0,"V2712","4","BO","8"
"V271337",0,"V2713","4","BO","8"
"V271437",0,"V2714","4","BO","8"
"V271537",0,"V2715","4","BO","8"
"V271637",8.33895262643331,"V2716","4","BO","8"
"V271737",10.5382183047328,"V2717","4","BO","8"
"V271837",0,"V2718","4","BO","8"
"V271937",0,"V2719","4","BO","8"
"V272037",0,"V2720","4","BO","8"
"V272157",0,"V2721","4","BO","8"
"V272237",0,"V2722","4","BO","8"
"V272337",0,"V2723","4","BO","8"
"V272437",0,"V2724","4","BO","8"
"V272537",0,"V2725","4","BO","8"
"V272637",0,"V2726","4","BO","8"
"V272737",0,"V2727","4","BO","8"
"V272837",0,"V2728","4","BO","8"
"V272937",0,"V2729","4","BO","8"
"V273037",5.20981944679517,"V2730","4","BO","8"
"V273157",0,"V2731","4","BO","8"
"V273237",2.84998431791401,"V2732","4","BO","8"
"V273337",0,"V2733","4","BO","8"
"V273437",0,"V2734","4","BO","8"
"V273537",0,"V2735","4","BO","8"
"V273637",0,"V2736","4","BO","8"
"V273737",0,"V2737","4","BO","8"
"V273837",0,"V2738","4","BO","8"
"V273937",0,"V2739","4","BO","8"
"V274037",29.8195825090009,"V2740","4","BO","8"
"V274157",3.47385573702862,"V2741","4","BO","8"
"V274237",0,"V2742","4","BO","8"
"V274337",0,"V2743","4","BO","8"
"V274437",3.74027821020595,"V2744","4","BO","8"
"V274537",0,"V2745","4","BO","8"
"V274637",0,"V2746","4","BO","8"
"V274737",0,"V2747","4","BO","8"
"V274837",4.04722576417868,"V2748","4","BO","8"
"V274937",9.81060091055828,"V2749","4","BO","8"
"V275037",0,"V2750","4","BO","8"
"V275157",13.3986159485861,"V2751","4","BO","8"
"V275237",5.24941386343951,"V2752","4","BO","8"
"V275337",13.3766991503812,"V2753","4","BO","8"
"V275437",5.81874613609111,"V2754","4","BO","8"
"V275537",4.27016107939855,"V2755","4","BO","8"
"V275637",7.20661052567844,"V2756","4","BO","8"
"V275737",0,"V2757","4","BO","8"
"V275837",0,"V2758","4","BO","8"
"V275937",0,"V2759","4","BO","8"
"V276037",0,"V2760","4","BO","8"
"V276157",5.37626807593281,"V2761","4","BO","8"
"V276237",0,"V2762","4","BO","8"
"V276337",35.4581841031688,"V2763","4","BO","8"
"V276437",0,"V2764","4","BO","8"
"V276537",0,"V2765","4","BO","8"
"V276637",0,"V2766","4","BO","8"
"V276737",0,"V2767","4","BO","8"
"V276837",0,"V2768","4","BO","8"
"V276937",0,"V2769","4","BO","8"
"V277037",0,"V2770","4","BO","8"
"V277157",0,"V2771","4","BO","8"
"V277237",0,"V2772","4","BO","8"
"V277337",0,"V2773","4","BO","8"
"V277437",0,"V2774","4","BO","8"
"V277537",5.40042434504299,"V2775","4","BO","8"
"V277637",0,"V2776","4","BO","8"
"V277737",0,"V2777","4","BO","8"
"V277837",0,"V2778","4","BO","8"
"V277937",3.01991948099618,"V2779","4","BO","8"
"V278037",0,"V2780","4","BO","8"
"V278157",0,"V2781","4","BO","8"
"V278237",0,"V2782","4","BO","8"
"V278337",12.1233597614701,"V2783","4","BO","8"
"V278437",0,"V2784","4","BO","8"
"V278537",0,"V2785","4","BO","8"
"V278637",0,"V2786","4","BO","8"
"V278737",0,"V2787","4","BO","8"
"V278837",2.77136970968304,"V2788","4","BO","8"
"V278937",0,"V2789","4","BO","8"
"V279037",3.19456158882654,"V2790","4","BO","8"
"V279157",0,"V2791","4","BO","8"
"V279237",4.59421595285208,"V2792","4","BO","8"
"V279337",0,"V2793","4","BO","8"
"V279437",0,"V2794","4","BO","8"
"V279537",5.66644211403726,"V2795","4","BO","8"
"V279637",0,"V2796","4","BO","8"
"V279737",2.37828862437597,"V2797","4","BO","8"
"V279837",0,"V2798","4","BO","8"
"V279937",0,"V2799","4","BO","8"
"V280037",3.74137177268545,"V2800","4","BO","8"
"V280157",0,"V2801","4","BO","8"
"V280237",6.5962564774899,"V2802","4","BO","8"
"V280337",2.60517805006659,"V2803","4","BO","8"
"V280437",0,"V2804","4","BO","8"
"V280537",1.99697022998428,"V2805","4","BO","8"
"V280637",7.19175280650643,"V2806","4","BO","8"
"V280737",0,"V2807","4","BO","8"
"V280837",0,"V2808","4","BO","8"
"V280937",0,"V2809","4","BO","8"
"V281057",0,"V2810","4","BO","8"
"V281157",0,"V2811","4","BO","8"
"V281237",0,"V2812","4","BO","8"
"V281337",0,"V2813","4","BO","8"
"V281437",3.43301400575197,"V2814","4","BO","8"
"V281537",0,"V2815","4","BO","8"
"V281637",5.90026881255321,"V2816","4","BO","8"
"V281737",0,"V2817","4","BO","8"
"V281837",0,"V2818","4","BO","8"
"V281937",0,"V2819","4","BO","8"
"V282037",0,"V2820","4","BO","8"
"V282157",8.60184491786296,"V2821","4","BO","8"
"V282237",0,"V2822","4","BO","8"
"V282337",7.07881678989818,"V2823","4","BO","8"
"V282437",0,"V2824","4","BO","8"
"V282537",0,"V2825","4","BO","8"
"V282637",0,"V2826","4","BO","8"
"V282737",0,"V2827","4","BO","8"
"V282837",1.76009872132905,"V2828","4","BO","8"
"V282937",0,"V2829","4","BO","8"
"V283037",1.58404429564459,"V2830","4","BO","8"
"V283157",0,"V2831","4","BO","8"
"V283237",14.9863037787472,"V2832","4","BO","8"
"V283337",5.9171840649873,"V2833","4","BO","8"
"V283437",0,"V2834","4","BO","8"
"V283537",5.13057102476289,"V2835","4","BO","8"
"V283637",0,"V2836","4","BO","8"
"V283737",0,"V2837","4","BO","8"
"V283837",0,"V2838","4","BO","8"
"V283937",0,"V2839","4","BO","8"
"V284037",0,"V2840","4","BO","8"
"V284157",0,"V2841","4","BO","8"
"V284237",0,"V2842","4","BO","8"
"V284337",0,"V2843","4","BO","8"
"V284437",5.26264225830184,"V2844","4","BO","8"
"V284537",0,"V2845","4","BO","8"
"V284637",0,"V2846","4","BO","8"
"V284737",0,"V2847","4","BO","8"
"V284837",13.1238940520725,"V2848","4","BO","8"
"V284937",0,"V2849","4","BO","8"
"V285037",0,"V2850","4","BO","8"
"V285157",0,"V2851","4","BO","8"
"V285237",0,"V2852","4","BO","8"
"V285337",0,"V2853","4","BO","8"
"V285437",0,"V2854","4","BO","8"
"V285537",0,"V2855","4","BO","8"
"V285637",0,"V2856","4","BO","8"
"V285737",5.49253671432724,"V2857","4","BO","8"
"V285837",11.1912908956105,"V2858","4","BO","8"
"V285937",0,"V2859","4","BO","8"
"V286037",0,"V2860","4","BO","8"
"V286157",0,"V2861","4","BO","8"
"V286237",0,"V2862","4","BO","8"
"V286337",0,"V2863","4","BO","8"
"V286437",0,"V2864","4","BO","8"
"V286537",0,"V2865","4","BO","8"
"V286637",0,"V2866","4","BO","8"
"V286737",0,"V2867","4","BO","8"
"V286837",0,"V2868","4","BO","8"
"V286937",0,"V2869","4","BO","8"
"V287037",0,"V2870","4","BO","8"
"V287157",0,"V2871","4","BO","8"
"V287237",4.75551100399207,"V2872","4","BO","8"
"V287337",0,"V2873","4","BO","8"
"V287437",0,"V2874","4","BO","8"
"V287537",0,"V2875","4","BO","8"
"V287637",0,"V2876","4","BO","8"
"V287737",0,"V2877","4","BO","8"
"V287837",0,"V2878","4","BO","8"
"V287937",16.5554866075031,"V2879","4","BO","8"
"V288037",2.40533457932112,"V2880","4","BO","8"
"V288157",0,"V2881","4","BO","8"
"V288237",0,"V2882","4","BO","8"
"V288337",2.48084226957648,"V2883","4","BO","8"
"V288437",0,"V2884","4","BO","8"
"V288537",9.26254730694535,"V2885","4","BO","8"
"V288637",0,"V2886","4","BO","8"
"V288737",0,"V2887","4","BO","8"
"V288837",0,"V2888","4","BO","8"
"V288937",4.53287618011417,"V2889","4","BO","8"
"V289037",0,"V2890","4","BO","8"
"V289157",0,"V2891","4","BO","8"
