"","Overall","marker","n.fold","method","variable"
"V54947",0.324456528548261,"V549","5","RF","8"
"V55047",0.545936030835235,"V550","5","RF","8"
"V55177",1.09908327404794,"V551","5","RF","8"
"V55247",1.12346571822495,"V552","5","RF","8"
"V55347",0.638224386365944,"V553","5","RF","8"
"V55447",0.194263213915202,"V554","5","RF","8"
"V55547",0.315321842385174,"V555","5","RF","8"
"V55647",0.316079103049065,"V556","5","RF","8"
"V55747",0.146076375095078,"V557","5","RF","8"
"V55847",0.256958876847076,"V558","5","RF","8"
"V55947",0.670405355708037,"V559","5","RF","8"
"V56047",0.530720792806825,"V560","5","RF","8"
"V56177",0.357049793408049,"V561","5","RF","8"
"V56247",0.482520367227162,"V562","5","RF","8"
"V56347",0.209621029522085,"V563","5","RF","8"
"V56447",0.147834451249736,"V564","5","RF","8"
"V56547",0.284925890731252,"V565","5","RF","8"
"V56647",0.0889046383732919,"V566","5","RF","8"
"V56747",0.240398729691363,"V567","5","RF","8"
"V56847",0.454172408983818,"V568","5","RF","8"
"V56947",0.173803136308126,"V569","5","RF","8"
"V57047",0.216555250584847,"V570","5","RF","8"
"V57177",0.184082633562455,"V571","5","RF","8"
"V57247",0.0620258320925014,"V572","5","RF","8"
"V57347",0.171757656130024,"V573","5","RF","8"
"V57447",0.215601470968727,"V574","5","RF","8"
"V57547",0.289220042084441,"V575","5","RF","8"
"V57647",0.278096519067116,"V576","5","RF","8"
"V57747",0.372382910264505,"V577","5","RF","8"
"V57847",0.300040859154301,"V578","5","RF","8"
"V57947",0.333274627888397,"V579","5","RF","8"
"V58047",0.869070478699647,"V580","5","RF","8"
"V58177",0.358629667704167,"V581","5","RF","8"
"V58247",0.359654111296833,"V582","5","RF","8"
"V58347",0.209586189497545,"V583","5","RF","8"
"V58447",0.254827999775752,"V584","5","RF","8"
"V58547",0.18275390454915,"V585","5","RF","8"
"V58647",0.205756517989195,"V586","5","RF","8"
"V58747",0.255190443665742,"V587","5","RF","8"
"V58847",0.127859937140389,"V588","5","RF","8"
"V58947",0.216968813349322,"V589","5","RF","8"
"V59047",0.373806933621275,"V590","5","RF","8"
"V59177",0.527534017778584,"V591","5","RF","8"
"V59247",0.195357347415669,"V592","5","RF","8"
"V59347",0.390195685329729,"V593","5","RF","8"
"V59447",0.221067635649779,"V594","5","RF","8"
"V59547",0.301035595191236,"V595","5","RF","8"
"V59647",0.409121017793392,"V596","5","RF","8"
"V59747",0.399717164955415,"V597","5","RF","8"
"V59847",0.138290389275447,"V598","5","RF","8"
"V59947",0.173684809484261,"V599","5","RF","8"
"V60047",0.271282035290773,"V600","5","RF","8"
"V60177",0.179378584919504,"V601","5","RF","8"
"V60247",0.353535519614689,"V602","5","RF","8"
"V60347",0.168581988847466,"V603","5","RF","8"
"V60447",0.194625776122125,"V604","5","RF","8"
"V60547",0.169499926765232,"V605","5","RF","8"
"V60647",0.156948539271172,"V606","5","RF","8"
"V60747",0.260162825354156,"V607","5","RF","8"
"V60847",0.338975188292944,"V608","5","RF","8"
"V60947",0.119908527107323,"V609","5","RF","8"
"V61077",0.243744272192873,"V610","5","RF","8"
"V61177",0.251086516508737,"V611","5","RF","8"
"V61247",0.223208704987104,"V612","5","RF","8"
"V61347",0.165314128660943,"V613","5","RF","8"
"V61447",0.234577722049217,"V614","5","RF","8"
"V61547",0.247576558014882,"V615","5","RF","8"
"V61647",0.178416749957702,"V616","5","RF","8"
"V61747",0.181866338669948,"V617","5","RF","8"
"V61847",0.589489806201362,"V618","5","RF","8"
"V61947",0.314166880396319,"V619","5","RF","8"
"V62047",0.26276364595555,"V620","5","RF","8"
"V62177",0.436748460073679,"V621","5","RF","8"
"V62247",0.279518135013486,"V622","5","RF","8"
"V62347",0.154904868598605,"V623","5","RF","8"
"V62447",0.113623383793563,"V624","5","RF","8"
"V62547",0.185544957000689,"V625","5","RF","8"
"V62647",0.266228410649029,"V626","5","RF","8"
"V62747",0.159139476115079,"V627","5","RF","8"
"V62847",0.247670549044692,"V628","5","RF","8"
"V62947",0.374827334443595,"V629","5","RF","8"
"V63047",0.163412066306994,"V630","5","RF","8"
"V63177",0.384317034188196,"V631","5","RF","8"
"V63247",0.356675145071739,"V632","5","RF","8"
"V63347",0.364879788167163,"V633","5","RF","8"
"V63447",0.27591735724612,"V634","5","RF","8"
"V63547",0.625557441366285,"V635","5","RF","8"
"V63647",0.695567263506121,"V636","5","RF","8"
"V63747",0.35435144060552,"V637","5","RF","8"
"V63847",0.318690402545536,"V638","5","RF","8"
"V63947",0.410049831641017,"V639","5","RF","8"
"V64047",0.260609490515959,"V640","5","RF","8"
"V64177",0.417555755262604,"V641","5","RF","8"
"V64247",0.678142830019765,"V642","5","RF","8"
"V64347",0.387296835166285,"V643","5","RF","8"
"V64447",0.422223418901854,"V644","5","RF","8"
"V64547",0.610722970474802,"V645","5","RF","8"
"V64647",0.681040770046017,"V646","5","RF","8"
"V64747",0.6656910738014,"V647","5","RF","8"
"V64847",0.246795803527997,"V648","5","RF","8"
"V64947",0.227606461703635,"V649","5","RF","8"
"V65047",0.182157973494925,"V650","5","RF","8"
"V65177",0.215981484030305,"V651","5","RF","8"
"V65247",0.224884915247488,"V652","5","RF","8"
"V65347",0.349071993405915,"V653","5","RF","8"
"V65447",0.267642409752014,"V654","5","RF","8"
"V65547",0.0998894665139201,"V655","5","RF","8"
"V65647",0.167413308658533,"V656","5","RF","8"
"V65747",0.213260603220896,"V657","5","RF","8"
"V65847",0.248696443285724,"V658","5","RF","8"
"V65947",0.0986204034060384,"V659","5","RF","8"
"V66047",0.161691355282422,"V660","5","RF","8"
"V66177",0.405825182569588,"V661","5","RF","8"
"V66247",0.650389073498445,"V662","5","RF","8"
"V66347",0.539054795175284,"V663","5","RF","8"
"V66447",0.649829229293858,"V664","5","RF","8"
"V66547",0.267304860173687,"V665","5","RF","8"
"V66647",0.824979725029316,"V666","5","RF","8"
"V66747",0.372147039391323,"V667","5","RF","8"
"V66847",0.22064552587191,"V668","5","RF","8"
"V66947",0.799243054645007,"V669","5","RF","8"
"V67047",0.604845624765418,"V670","5","RF","8"
"V67177",0.437017093830954,"V671","5","RF","8"
"V67247",0.780918325699195,"V672","5","RF","8"
"V67347",0.638143371090979,"V673","5","RF","8"
"V67447",0.250408928772661,"V674","5","RF","8"
"V67547",0.303839977365428,"V675","5","RF","8"
"V67647",0.406227644248012,"V676","5","RF","8"
"V67747",0.661483083142068,"V677","5","RF","8"
"V67847",1.03673992211122,"V678","5","RF","8"
"V67947",0.392432139982323,"V679","5","RF","8"
"V68047",0.591332275437569,"V680","5","RF","8"
"V68177",0.201188104746573,"V681","5","RF","8"
"V68247",1.35495830675421,"V682","5","RF","8"
"V68347",0.513897934434042,"V683","5","RF","8"
"V68447",0.288566159391756,"V684","5","RF","8"
"V68547",0.326851053735715,"V685","5","RF","8"
"V68647",0.338297487491022,"V686","5","RF","8"
"V68747",0.812165297568788,"V687","5","RF","8"
"V68847",2.9754259995791,"V688","5","RF","8"
"V68947",1.26020411466499,"V689","5","RF","8"
"V69047",0.142021103073984,"V690","5","RF","8"
"V69177",0.328272018325948,"V691","5","RF","8"
"V69247",0.456450871405232,"V692","5","RF","8"
"V69347",0.904339263378219,"V693","5","RF","8"
"V69447",0.728463411105534,"V694","5","RF","8"
"V69547",0.583214373820378,"V695","5","RF","8"
"V69647",0.351754495245818,"V696","5","RF","8"
"V69747",0.222830250778649,"V697","5","RF","8"
"V69847",0.203694709688029,"V698","5","RF","8"
"V69947",0.154314903674724,"V699","5","RF","8"
"V70047",0.193224807065395,"V700","5","RF","8"
"V70177",0.13625993515705,"V701","5","RF","8"
"V70247",0.0974736456540897,"V702","5","RF","8"
"V70347",0.145329735437714,"V703","5","RF","8"
"V70447",0.152125704655179,"V704","5","RF","8"
"V70547",0.251591578945472,"V705","5","RF","8"
"V70647",0.200028694870877,"V706","5","RF","8"
"V70747",0.359087700703093,"V707","5","RF","8"
"V70847",0.220008238842189,"V708","5","RF","8"
"V70947",0.134208157600628,"V709","5","RF","8"
"V71077",0.322715488123504,"V710","5","RF","8"
"V71177",0.164758005127697,"V711","5","RF","8"
"V71247",0.178472707766096,"V712","5","RF","8"
"V71347",0.273472818454399,"V713","5","RF","8"
"V71447",0.100638326389785,"V714","5","RF","8"
"V71547",0.123773598300294,"V715","5","RF","8"
"V71647",0.115987235462946,"V716","5","RF","8"
"V71747",0.337603865594903,"V717","5","RF","8"
"V71847",0.301965691686381,"V718","5","RF","8"
"V71947",0.342879609724558,"V719","5","RF","8"
"V72047",0.256956783222071,"V720","5","RF","8"
"V72177",0.097876208194764,"V721","5","RF","8"
"V72247",0.178486424860145,"V722","5","RF","8"
"V72347",0.0911136073024885,"V723","5","RF","8"
"V72447",0.343416045104432,"V724","5","RF","8"
"V72547",0.281212043706249,"V725","5","RF","8"
"V72647",0.304688412597462,"V726","5","RF","8"
"V72747",0.338753768810322,"V727","5","RF","8"
"V72847",0.112836078999435,"V728","5","RF","8"
"V72947",0.3166148950416,"V729","5","RF","8"
"V73047",0.367823381918664,"V730","5","RF","8"
"V73177",0.249749960536269,"V731","5","RF","8"
"V73247",0.606228494962926,"V732","5","RF","8"
"V73347",0.396421630220073,"V733","5","RF","8"
"V73447",0.452814619943023,"V734","5","RF","8"
"V73547",0.301180587670064,"V735","5","RF","8"
"V73647",0.42171675000949,"V736","5","RF","8"
"V73747",0.229337625930471,"V737","5","RF","8"
"V73847",0.82296687941464,"V738","5","RF","8"
"V73947",1.26222731297978,"V739","5","RF","8"
"V74047",1.56847831701464,"V740","5","RF","8"
"V74177",1.41997736018531,"V741","5","RF","8"
"V74247",1.13868914990661,"V742","5","RF","8"
"V74347",1.46384851741153,"V743","5","RF","8"
"V74447",0.462832294089577,"V744","5","RF","8"
"V74547",0.40688960034987,"V745","5","RF","8"
"V74647",1.57492119604966,"V746","5","RF","8"
"V74747",0.427565056583643,"V747","5","RF","8"
"V74847",0.580384859066854,"V748","5","RF","8"
"V74947",0.199086987997007,"V749","5","RF","8"
"V75047",0.486300407450692,"V750","5","RF","8"
"V75177",0.247710774431662,"V751","5","RF","8"
"V75247",0.0727897876951379,"V752","5","RF","8"
"V75347",0.244700706074663,"V753","5","RF","8"
"V75447",0.204442065506715,"V754","5","RF","8"
"V75547",0.19343466889608,"V755","5","RF","8"
"V75647",0.209710547302461,"V756","5","RF","8"
"V75747",0.465252005346533,"V757","5","RF","8"
"V75847",0.240737297689422,"V758","5","RF","8"
"V75947",0.549883009887977,"V759","5","RF","8"
"V76047",0.156858035869051,"V760","5","RF","8"
"V76177",0.297713617046862,"V761","5","RF","8"
"V76247",0.135495055538422,"V762","5","RF","8"
"V76347",0.260218580804612,"V763","5","RF","8"
"V76447",0.180759342920227,"V764","5","RF","8"
"V76547",0.16038744418899,"V765","5","RF","8"
"V76647",0.251308316286524,"V766","5","RF","8"
"V76747",0.135116792951318,"V767","5","RF","8"
"V76847",0.275756347958973,"V768","5","RF","8"
"V76947",0.261578964720413,"V769","5","RF","8"
"V77047",0.229822349865083,"V770","5","RF","8"
"V77177",0.175576950780578,"V771","5","RF","8"
"V77247",0.208754862541725,"V772","5","RF","8"
"V77347",0.193503953841786,"V773","5","RF","8"
"V77447",0.186742398433581,"V774","5","RF","8"
"V77547",0.300078121765336,"V775","5","RF","8"
"V77647",0.162752459748881,"V776","5","RF","8"
"V77747",0.104418262732142,"V777","5","RF","8"
"V77847",0.233900263545671,"V778","5","RF","8"
"V77947",0.335877253460135,"V779","5","RF","8"
"V78047",0.362640801905891,"V780","5","RF","8"
"V78177",0.343637240401441,"V781","5","RF","8"
"V78247",0.272295134601889,"V782","5","RF","8"
"V78347",0.280716706525961,"V783","5","RF","8"
"V78447",0.210152753209562,"V784","5","RF","8"
"V78547",0.381389859692707,"V785","5","RF","8"
"V78647",0.341795768485964,"V786","5","RF","8"
"V78747",0.350877644845212,"V787","5","RF","8"
"V78847",0.231323587006371,"V788","5","RF","8"
"V78947",0.246372889002764,"V789","5","RF","8"
"V79047",0.20427236935882,"V790","5","RF","8"
"V79177",0.19725520286154,"V791","5","RF","8"
"V79247",0.230544509365757,"V792","5","RF","8"
"V79347",0.333668249696259,"V793","5","RF","8"
"V79447",0.415712418377229,"V794","5","RF","8"
"V79547",0.259761381581087,"V795","5","RF","8"
"V79647",0.38413184603454,"V796","5","RF","8"
"V79747",0.429004228645913,"V797","5","RF","8"
"V79847",0.501728956431738,"V798","5","RF","8"
"V79947",0.37615904370088,"V799","5","RF","8"
"V80047",0.665058416107844,"V800","5","RF","8"
"V80177",0.524061856775942,"V801","5","RF","8"
"V80247",0.624534230927671,"V802","5","RF","8"
"V80347",0.484920597232925,"V803","5","RF","8"
"V80447",0.25128968453559,"V804","5","RF","8"
"V80547",0.530220409190105,"V805","5","RF","8"
"V80647",0.336783550117505,"V806","5","RF","8"
"V80747",0.266558574896894,"V807","5","RF","8"
"V80847",0.260093761249378,"V808","5","RF","8"
"V80947",0.226069539016846,"V809","5","RF","8"
"V81077",0.457573639730384,"V810","5","RF","8"
"V81177",0.262732313648773,"V811","5","RF","8"
"V81247",0.264001401602687,"V812","5","RF","8"
"V81347",0.142047050003485,"V813","5","RF","8"
"V81447",0.211904484660672,"V814","5","RF","8"
"V81547",0.211299698353015,"V815","5","RF","8"
"V81647",0.302670370620634,"V816","5","RF","8"
"V81747",0.25118366369853,"V817","5","RF","8"
"V81847",0.221657423331013,"V818","5","RF","8"
"V81947",0.197441169687433,"V819","5","RF","8"
"V82047",0.27984592872495,"V820","5","RF","8"
"V82177",0.317359284708509,"V821","5","RF","8"
"V82247",0.236564633850712,"V822","5","RF","8"
"V82347",0.2852056477308,"V823","5","RF","8"
"V82447",0.34918657286256,"V824","5","RF","8"
"V82547",0.377737619150011,"V825","5","RF","8"
"V82647",0.12340137216274,"V826","5","RF","8"
"V82747",0.161297117027763,"V827","5","RF","8"
"V82847",0.185176179422669,"V828","5","RF","8"
"V82947",0.204268182833234,"V829","5","RF","8"
"V83047",0.223547026772543,"V830","5","RF","8"
"V83177",0.303865953760387,"V831","5","RF","8"
"V83247",0.325830068377935,"V832","5","RF","8"
"V83347",0.144703973316604,"V833","5","RF","8"
"V83447",0.227600119582972,"V834","5","RF","8"
"V83547",0.181001177104364,"V835","5","RF","8"
"V83647",0.229247700697623,"V836","5","RF","8"
"V83747",0.263235391902675,"V837","5","RF","8"
"V83847",0.484207649255462,"V838","5","RF","8"
"V83947",0.502213010557456,"V839","5","RF","8"
"V84047",0.638983675046526,"V840","5","RF","8"
"V84177",0.305570480443109,"V841","5","RF","8"
"V84247",0.4119011478689,"V842","5","RF","8"
"V84347",0.181692427175637,"V843","5","RF","8"
"V84447",0.20318491327301,"V844","5","RF","8"
"V84547",0.153003295617891,"V845","5","RF","8"
"V84647",0.16210657929362,"V846","5","RF","8"
"V84747",0.212994389793047,"V847","5","RF","8"
"V84847",0.308003957432625,"V848","5","RF","8"
"V84947",0.193898316106925,"V849","5","RF","8"
"V85047",0.201248602433365,"V850","5","RF","8"
"V85177",0.240834799470492,"V851","5","RF","8"
"V85247",0.259874253108148,"V852","5","RF","8"
"V85347",0.220213153804639,"V853","5","RF","8"
"V85447",0.132065591167832,"V854","5","RF","8"
"V85547",0.205329155127624,"V855","5","RF","8"
"V85647",0.73850622538614,"V856","5","RF","8"
"V85747",0.336162631107381,"V857","5","RF","8"
"V85847",0.281875387188686,"V858","5","RF","8"
"V85947",0.349344754192408,"V859","5","RF","8"
"V86047",0.224141999282675,"V860","5","RF","8"
"V86177",0.312431196965358,"V861","5","RF","8"
"V86247",0.490425860883087,"V862","5","RF","8"
"V86347",0.403482787937927,"V863","5","RF","8"
"V86447",0.283277516648301,"V864","5","RF","8"
"V86547",0.361944919185103,"V865","5","RF","8"
"V86647",0.187432937604256,"V866","5","RF","8"
"V86747",0.144328577127607,"V867","5","RF","8"
"V86847",0.192450958161058,"V868","5","RF","8"
"V86947",0.154605518312544,"V869","5","RF","8"
"V87047",0.146292113236818,"V870","5","RF","8"
"V87177",0.176040858707893,"V871","5","RF","8"
"V87247",0.15220722592935,"V872","5","RF","8"
"V87347",0.138709371144805,"V873","5","RF","8"
"V87447",0.256978150545373,"V874","5","RF","8"
"V87547",0.0768987321271539,"V875","5","RF","8"
"V87647",0.0904286626063496,"V876","5","RF","8"
"V87747",0.314404552517038,"V877","5","RF","8"
"V87847",0.128301679164258,"V878","5","RF","8"
"V87947",0.0283837044352617,"V879","5","RF","8"
"V88047",0.134413422793105,"V880","5","RF","8"
"V88177",0.0826009791090248,"V881","5","RF","8"
"V88247",0.170048145085848,"V882","5","RF","8"
"V88347",0.341311342451277,"V883","5","RF","8"
"V88447",0.209596776080468,"V884","5","RF","8"
"V88547",0.366607253170441,"V885","5","RF","8"
"V88647",0.136887822083545,"V886","5","RF","8"
"V88747",0.163920452716376,"V887","5","RF","8"
"V88847",0.306184562680893,"V888","5","RF","8"
"V88947",0.162249814329046,"V889","5","RF","8"
"V89047",0.336362506861653,"V890","5","RF","8"
"V89177",0.150082923445171,"V891","5","RF","8"
"V89247",0.169215667570483,"V892","5","RF","8"
"V89347",0.134649871836281,"V893","5","RF","8"
"V89447",0.279109641668746,"V894","5","RF","8"
"V89547",0.199711489160258,"V895","5","RF","8"
"V89647",0.170113038650895,"V896","5","RF","8"
"V89747",0.378166681456228,"V897","5","RF","8"
"V89847",0.170304019380872,"V898","5","RF","8"
"V89947",0.181865744065233,"V899","5","RF","8"
"V90047",0.14899142355124,"V900","5","RF","8"
"V90177",0.110782046421714,"V901","5","RF","8"
"V90247",0.107696453804879,"V902","5","RF","8"
"V90347",0.095021482045013,"V903","5","RF","8"
"V90447",0.15840576917345,"V904","5","RF","8"
"V90547",0.275275658561758,"V905","5","RF","8"
"V90647",0.24783059231361,"V906","5","RF","8"
"V90747",0.126299813177001,"V907","5","RF","8"
"V90847",0.149143112892405,"V908","5","RF","8"
"V90947",0.177028321770195,"V909","5","RF","8"
"V91077",0.144013302575075,"V910","5","RF","8"
"V91177",0.113402202939745,"V911","5","RF","8"
"V91247",0.125188163951938,"V912","5","RF","8"
"V91347",0.218105520671592,"V913","5","RF","8"
"V91447",0.144576080005502,"V914","5","RF","8"
"V91547",0.214626527910216,"V915","5","RF","8"
"V91647",0.234019431343136,"V916","5","RF","8"
"V91747",0.134569976872084,"V917","5","RF","8"
"V91847",0.146612626692521,"V918","5","RF","8"
"V91947",0.172108614880111,"V919","5","RF","8"
"V92047",0.209784398390188,"V920","5","RF","8"
"V92177",0.163380566919936,"V921","5","RF","8"
"V92247",0.101503366087265,"V922","5","RF","8"
"V92347",0.108470910562061,"V923","5","RF","8"
"V92447",0.208009538594212,"V924","5","RF","8"
"V92547",0.375300580455147,"V925","5","RF","8"
"V92647",0.136633124319846,"V926","5","RF","8"
"V92747",0.102546538770149,"V927","5","RF","8"
"V92847",0.210350718280849,"V928","5","RF","8"
"V92947",0.0526141945719974,"V929","5","RF","8"
"V93047",0.16144113046708,"V930","5","RF","8"
"V93177",0.198978496458428,"V931","5","RF","8"
"V93247",0.207580947495734,"V932","5","RF","8"
"V93347",0.172237254176994,"V933","5","RF","8"
"V93447",0.181184078935261,"V934","5","RF","8"
"V93547",0.253240260229658,"V935","5","RF","8"
"V93647",0.249507199246258,"V936","5","RF","8"
"V93747",0.170960223946519,"V937","5","RF","8"
"V93847",0.09905194386722,"V938","5","RF","8"
"V93947",0.168636151082822,"V939","5","RF","8"
"V94047",0.121938602021036,"V940","5","RF","8"
"V94177",0.207227935941536,"V941","5","RF","8"
"V94247",0.186925841678528,"V942","5","RF","8"
"V94347",0.116800819955789,"V943","5","RF","8"
"V94447",0.186182838885194,"V944","5","RF","8"
"V94547",0.237144925600839,"V945","5","RF","8"
"V94647",0.267546593105869,"V946","5","RF","8"
"V94747",0.162357961661506,"V947","5","RF","8"
"V94847",0.120398564076779,"V948","5","RF","8"
"V94947",0.101178010605471,"V949","5","RF","8"
"V95047",0.213415850939308,"V950","5","RF","8"
"V95177",0.181682598291211,"V951","5","RF","8"
"V95247",0.139827904087608,"V952","5","RF","8"
"V95347",0.0827299906678409,"V953","5","RF","8"
"V95447",0.261285209112797,"V954","5","RF","8"
"V95547",0.209047166602673,"V955","5","RF","8"
"V95647",0.181801656467056,"V956","5","RF","8"
"V95747",0.164482128284958,"V957","5","RF","8"
"V95847",0.179704657697609,"V958","5","RF","8"
"V95947",0.139849110519456,"V959","5","RF","8"
"V96047",0.108654039571635,"V960","5","RF","8"
"V96177",0.08961980034631,"V961","5","RF","8"
"V96247",0.177443443914268,"V962","5","RF","8"
"V96347",0.201777455859123,"V963","5","RF","8"
"V96447",0.147633735413843,"V964","5","RF","8"
"V96547",0.205679362967873,"V965","5","RF","8"
"V96647",0.194330807199437,"V966","5","RF","8"
"V96747",0.440090164164625,"V967","5","RF","8"
"V96847",0.162707935721633,"V968","5","RF","8"
"V96947",0.194763442024538,"V969","5","RF","8"
"V97047",0.372345727656019,"V970","5","RF","8"
"V97177",0.147517470983223,"V971","5","RF","8"
"V97247",0.197369158896474,"V972","5","RF","8"
"V97347",0.151048252930218,"V973","5","RF","8"
"V97447",0.238488463859936,"V974","5","RF","8"
"V97547",0.380320747118364,"V975","5","RF","8"
"V97647",0.188622120463723,"V976","5","RF","8"
"V97747",0.339891072184617,"V977","5","RF","8"
"V97847",0.274841219033496,"V978","5","RF","8"
"V97947",0.383480429247855,"V979","5","RF","8"
"V98047",0.183930476564067,"V980","5","RF","8"
"V98177",0.309654662114416,"V981","5","RF","8"
"V98247",0.417919264127278,"V982","5","RF","8"
"V98347",0.639017651832384,"V983","5","RF","8"
"V98447",0.485198604844609,"V984","5","RF","8"
"V98547",0.409012661402816,"V985","5","RF","8"
"V98647",0.373478845539221,"V986","5","RF","8"
"V98747",0.410035854304198,"V987","5","RF","8"
"V98847",0.360758687614276,"V988","5","RF","8"
"V98947",0.279462051338063,"V989","5","RF","8"
"V99047",0.224569258511075,"V990","5","RF","8"
"V99177",0.492326690750517,"V991","5","RF","8"
"V99247",0.427482449628448,"V992","5","RF","8"
"V99347",1.05260400904931,"V993","5","RF","8"
"V99447",0.42587714687425,"V994","5","RF","8"
"V99547",0.100511938822458,"V995","5","RF","8"
"V99647",0.214363922595284,"V996","5","RF","8"
"V99747",0.217813620469133,"V997","5","RF","8"
"V99847",0.468397654071519,"V998","5","RF","8"
"V99947",0.443220575621851,"V999","5","RF","8"
"V100047",0.66036664753128,"V1000","5","RF","8"
"V100177",0.381209169819558,"V1001","5","RF","8"
"V100247",0.802329150558155,"V1002","5","RF","8"
"V100347",0.637436697083018,"V1003","5","RF","8"
"V100447",0.189735307921953,"V1004","5","RF","8"
"V100547",0.258246283317775,"V1005","5","RF","8"
"V100647",0.288614979812627,"V1006","5","RF","8"
"V100747",0.256473861264163,"V1007","5","RF","8"
"V100847",0.341232733383155,"V1008","5","RF","8"
"V100947",0.340068804958552,"V1009","5","RF","8"
"V101077",0.119934110144727,"V1010","5","RF","8"
"V101177",0.187509456638576,"V1011","5","RF","8"
"V101247",0.185497480744266,"V1012","5","RF","8"
"V101347",0.224663650434828,"V1013","5","RF","8"
"V101447",0.437513179581744,"V1014","5","RF","8"
"V101547",0.357540022709564,"V1015","5","RF","8"
"V101647",0.256314745408335,"V1016","5","RF","8"
"V101747",0.154426636870346,"V1017","5","RF","8"
"V101847",0.284885589234964,"V1018","5","RF","8"
"V101947",0.141181335264425,"V1019","5","RF","8"
"V102047",0.277887831769557,"V1020","5","RF","8"
"V102177",0.226000370824595,"V1021","5","RF","8"
"V102247",0.168945830642264,"V1022","5","RF","8"
"V102347",0.493911529793721,"V1023","5","RF","8"
"V102447",0.115869073025917,"V1024","5","RF","8"
"V102547",0.255570488986075,"V1025","5","RF","8"
"V102647",0.467252426380732,"V1026","5","RF","8"
"V102747",0.494821650618792,"V1027","5","RF","8"
"V102847",0.3869751325001,"V1028","5","RF","8"
"V102947",0.564089400866187,"V1029","5","RF","8"
"V103047",0.113498221131185,"V1030","5","RF","8"
"V103177",0.232452022695548,"V1031","5","RF","8"
"V103247",0.35773925129001,"V1032","5","RF","8"
"V103347",0.40887082289803,"V1033","5","RF","8"
"V103447",0.183787396056356,"V1034","5","RF","8"
"V103547",0.474856125888747,"V1035","5","RF","8"
"V103647",0.271328509206271,"V1036","5","RF","8"
"V103747",0.221319209614009,"V1037","5","RF","8"
"V103847",0.174176279621497,"V1038","5","RF","8"
"V103947",0.14010731030293,"V1039","5","RF","8"
"V104047",0.23004247150942,"V1040","5","RF","8"
"V104177",0.244332419885637,"V1041","5","RF","8"
"V104247",0.550255043152425,"V1042","5","RF","8"
"V104347",0.498263685439748,"V1043","5","RF","8"
"V104447",0.659059367226092,"V1044","5","RF","8"
"V104547",0.398492577653355,"V1045","5","RF","8"
"V104647",0.323788772508401,"V1046","5","RF","8"
"V104747",0.410205929570234,"V1047","5","RF","8"
"V104847",0.591434612093869,"V1048","5","RF","8"
"V104947",0.356301277047604,"V1049","5","RF","8"
"V105047",0.223721074454675,"V1050","5","RF","8"
"V105177",0.179507812601241,"V1051","5","RF","8"
"V105247",0.165752900835945,"V1052","5","RF","8"
"V105347",0.189518591964111,"V1053","5","RF","8"
"V105447",0.221186228202188,"V1054","5","RF","8"
"V105547",0.601316161578214,"V1055","5","RF","8"
"V105647",0.183612775931777,"V1056","5","RF","8"
"V105747",0.287181691791348,"V1057","5","RF","8"
"V105847",0.18510352243031,"V1058","5","RF","8"
"V105947",0.493524323503865,"V1059","5","RF","8"
"V106047",0.249860463393981,"V1060","5","RF","8"
"V106177",0.0813139458363134,"V1061","5","RF","8"
"V106247",0.154264526606619,"V1062","5","RF","8"
"V106347",0.235788254314519,"V1063","5","RF","8"
"V106447",0.179911076981997,"V1064","5","RF","8"
"V106547",0.171022463499044,"V1065","5","RF","8"
"V106647",0.15647808299653,"V1066","5","RF","8"
"V106747",0.448766500028365,"V1067","5","RF","8"
"V106847",0.114535182782778,"V1068","5","RF","8"
"V106947",0.157355476533386,"V1069","5","RF","8"
"V107047",0.333609076153761,"V1070","5","RF","8"
"V107177",0.145507249083492,"V1071","5","RF","8"
"V107247",0.280537356198675,"V1072","5","RF","8"
"V107347",0.136164381607581,"V1073","5","RF","8"
"V107447",0.0626704675045059,"V1074","5","RF","8"
"V107547",0.130912312967838,"V1075","5","RF","8"
"V107647",0.197953973442999,"V1076","5","RF","8"
"V107747",0.124611833286632,"V1077","5","RF","8"
"V107847",0.153761856305792,"V1078","5","RF","8"
"V107947",0.195521127323959,"V1079","5","RF","8"
"V108047",0.272881872440389,"V1080","5","RF","8"
"V108177",0.203419682437857,"V1081","5","RF","8"
"V108247",0.228840835964077,"V1082","5","RF","8"
"V108347",0.22841581178301,"V1083","5","RF","8"
"V108447",0.344166247429844,"V1084","5","RF","8"
"V108547",0.202450083069074,"V1085","5","RF","8"
"V108647",0.240329546462804,"V1086","5","RF","8"
"V108747",0.421108726997887,"V1087","5","RF","8"
"V108847",0.219878379121412,"V1088","5","RF","8"
"V108947",0.22442792369415,"V1089","5","RF","8"
"V109047",0.192798924766403,"V1090","5","RF","8"
"V109177",0.261695209113622,"V1091","5","RF","8"
"V109247",0.212936154064757,"V1092","5","RF","8"
"V109347",0.425617891160411,"V1093","5","RF","8"
"V109447",0.277825539318685,"V1094","5","RF","8"
"V109547",0.328623779328724,"V1095","5","RF","8"
"V109647",1.10171860582141,"V1096","5","RF","8"
"V109747",0.536942781964533,"V1097","5","RF","8"
"V109847",0.657560566521315,"V1098","5","RF","8"
"V109947",0.51118060513802,"V1099","5","RF","8"
"V110077",0.536236003843825,"V1100","5","RF","8"
"V110177",1.28590841755182,"V1101","5","RF","8"
"V110247",0.702367607174569,"V1102","5","RF","8"
