"","Overall","marker","n.fold","method","variable"
"V68838",0,"V688","4","DT","9"
"V68938",0,"V689","4","DT","9"
"V69038",0,"V690","4","DT","9"
"V69158",0,"V691","4","DT","9"
"V69238",0,"V692","4","DT","9"
"V69338",0,"V693","4","DT","9"
"V69438",0,"V694","4","DT","9"
"V69538",0,"V695","4","DT","9"
"V69638",0,"V696","4","DT","9"
"V69738",0,"V697","4","DT","9"
"V69838",0,"V698","4","DT","9"
"V69938",0,"V699","4","DT","9"
"V70038",0,"V700","4","DT","9"
"V70158",0,"V701","4","DT","9"
"V70238",0,"V702","4","DT","9"
"V70338",0,"V703","4","DT","9"
"V70438",0,"V704","4","DT","9"
"V70538",0,"V705","4","DT","9"
"V70638",0,"V706","4","DT","9"
"V70738",0,"V707","4","DT","9"
"V70838",0,"V708","4","DT","9"
"V70938",0,"V709","4","DT","9"
"V71058",0,"V710","4","DT","9"
"V71158",0,"V711","4","DT","9"
"V71238",0,"V712","4","DT","9"
"V71338",0,"V713","4","DT","9"
"V71438",0,"V714","4","DT","9"
"V71538",0,"V715","4","DT","9"
"V71638",0,"V716","4","DT","9"
"V71738",0,"V717","4","DT","9"
"V71838",0,"V718","4","DT","9"
"V71938",0,"V719","4","DT","9"
"V72038",0,"V720","4","DT","9"
"V72158",0,"V721","4","DT","9"
"V72238",0,"V722","4","DT","9"
"V72338",0,"V723","4","DT","9"
"V72438",0,"V724","4","DT","9"
"V72538",0,"V725","4","DT","9"
"V72638",0,"V726","4","DT","9"
"V72738",0,"V727","4","DT","9"
"V72838",0,"V728","4","DT","9"
"V72938",0,"V729","4","DT","9"
"V73038",0,"V730","4","DT","9"
"V73158",0,"V731","4","DT","9"
"V73238",0,"V732","4","DT","9"
"V73338",0,"V733","4","DT","9"
"V73438",0,"V734","4","DT","9"
"V73538",0,"V735","4","DT","9"
"V73638",0,"V736","4","DT","9"
"V73738",0,"V737","4","DT","9"
"V73838",0,"V738","4","DT","9"
"V73938",0,"V739","4","DT","9"
"V74038",0,"V740","4","DT","9"
"V74158",0,"V741","4","DT","9"
"V74238",0,"V742","4","DT","9"
"V74338",0,"V743","4","DT","9"
"V74438",0,"V744","4","DT","9"
"V74538",0,"V745","4","DT","9"
"V74638",0,"V746","4","DT","9"
"V74738",0,"V747","4","DT","9"
"V74838",0,"V748","4","DT","9"
"V74938",0,"V749","4","DT","9"
"V75038",0,"V750","4","DT","9"
"V75158",0,"V751","4","DT","9"
"V75238",0,"V752","4","DT","9"
"V75338",0,"V753","4","DT","9"
"V75438",0,"V754","4","DT","9"
"V75538",0,"V755","4","DT","9"
"V75638",0,"V756","4","DT","9"
"V75738",0,"V757","4","DT","9"
"V75838",0,"V758","4","DT","9"
"V75938",0,"V759","4","DT","9"
"V76038",0,"V760","4","DT","9"
"V76158",0,"V761","4","DT","9"
"V76238",0,"V762","4","DT","9"
"V76338",0,"V763","4","DT","9"
"V76438",0,"V764","4","DT","9"
"V76538",0,"V765","4","DT","9"
"V76638",0,"V766","4","DT","9"
"V76738",0,"V767","4","DT","9"
"V76838",0,"V768","4","DT","9"
"V76938",0,"V769","4","DT","9"
"V77038",0,"V770","4","DT","9"
"V77158",0,"V771","4","DT","9"
"V77238",0,"V772","4","DT","9"
"V77338",0,"V773","4","DT","9"
"V77438",0,"V774","4","DT","9"
"V77538",0,"V775","4","DT","9"
"V77638",0,"V776","4","DT","9"
"V77738",0,"V777","4","DT","9"
"V77838",0,"V778","4","DT","9"
"V77938",0,"V779","4","DT","9"
"V78038",0,"V780","4","DT","9"
"V78158",0,"V781","4","DT","9"
"V78238",0,"V782","4","DT","9"
"V78338",0,"V783","4","DT","9"
"V78438",0,"V784","4","DT","9"
"V78538",0,"V785","4","DT","9"
"V78638",0,"V786","4","DT","9"
"V78738",0,"V787","4","DT","9"
"V78838",0,"V788","4","DT","9"
"V78938",0,"V789","4","DT","9"
"V79038",0,"V790","4","DT","9"
"V79158",0,"V791","4","DT","9"
"V79238",0,"V792","4","DT","9"
"V79338",0,"V793","4","DT","9"
"V79638",0,"V796","4","DT","9"
"V79738",0,"V797","4","DT","9"
"V79838",0,"V798","4","DT","9"
"V79938",0,"V799","4","DT","9"
"V80338",0,"V803","4","DT","9"
"V80438",0,"V804","4","DT","9"
"V80538",0,"V805","4","DT","9"
"V80638",0,"V806","4","DT","9"
"V80738",0,"V807","4","DT","9"
"V80838",0,"V808","4","DT","9"
"V80938",0,"V809","4","DT","9"
"V81058",0,"V810","4","DT","9"
"V81158",0,"V811","4","DT","9"
"V81238",0,"V812","4","DT","9"
"V81338",0,"V813","4","DT","9"
"V81438",0,"V814","4","DT","9"
"V81538",0,"V815","4","DT","9"
"V81638",0,"V816","4","DT","9"
"V81738",0,"V817","4","DT","9"
"V81838",0,"V818","4","DT","9"
"V81938",0,"V819","4","DT","9"
"V82038",0,"V820","4","DT","9"
"V82158",0,"V821","4","DT","9"
"V82238",0,"V822","4","DT","9"
"V82338",0,"V823","4","DT","9"
"V82438",0,"V824","4","DT","9"
"V82538",0,"V825","4","DT","9"
"V82638",0,"V826","4","DT","9"
"V82738",0,"V827","4","DT","9"
"V82838",0,"V828","4","DT","9"
"V82938",0,"V829","4","DT","9"
"V83038",0,"V830","4","DT","9"
"V83158",0,"V831","4","DT","9"
"V83238",0,"V832","4","DT","9"
"V83338",0,"V833","4","DT","9"
"V83438",0,"V834","4","DT","9"
"V83538",0,"V835","4","DT","9"
"V83638",0,"V836","4","DT","9"
"V83738",0,"V837","4","DT","9"
"V83838",0,"V838","4","DT","9"
"V83938",0,"V839","4","DT","9"
"V84038",0,"V840","4","DT","9"
"V84158",0,"V841","4","DT","9"
"V84538",0,"V845","4","DT","9"
"V84638",0,"V846","4","DT","9"
"V84738",0,"V847","4","DT","9"
"V84838",0,"V848","4","DT","9"
"V84938",0,"V849","4","DT","9"
"V85038",0,"V850","4","DT","9"
"V85158",0,"V851","4","DT","9"
"V85238",0,"V852","4","DT","9"
"V85338",0,"V853","4","DT","9"
"V85438",0,"V854","4","DT","9"
"V85538",0,"V855","4","DT","9"
"V85638",0,"V856","4","DT","9"
"V85738",0,"V857","4","DT","9"
"V85838",0,"V858","4","DT","9"
"V85938",0,"V859","4","DT","9"
"V86038",0,"V860","4","DT","9"
"V86158",0,"V861","4","DT","9"
"V86238",0,"V862","4","DT","9"
"V86338",0,"V863","4","DT","9"
"V86438",0,"V864","4","DT","9"
"V86538",0,"V865","4","DT","9"
"V86638",0,"V866","4","DT","9"
"V86738",0,"V867","4","DT","9"
"V86838",0,"V868","4","DT","9"
"V86938",0,"V869","4","DT","9"
"V87038",0,"V870","4","DT","9"
"V87158",0,"V871","4","DT","9"
"V87238",0,"V872","4","DT","9"
"V87338",0,"V873","4","DT","9"
"V87438",0,"V874","4","DT","9"
"V87538",0,"V875","4","DT","9"
"V87638",0,"V876","4","DT","9"
"V87738",0,"V877","4","DT","9"
"V87838",0,"V878","4","DT","9"
"V87938",0,"V879","4","DT","9"
"V88038",0,"V880","4","DT","9"
"V88158",0,"V881","4","DT","9"
"V88238",0,"V882","4","DT","9"
"V88338",0,"V883","4","DT","9"
"V88438",0,"V884","4","DT","9"
"V88538",0,"V885","4","DT","9"
"V88638",0,"V886","4","DT","9"
"V88738",0,"V887","4","DT","9"
"V88838",0,"V888","4","DT","9"
"V88938",0,"V889","4","DT","9"
"V89038",0,"V890","4","DT","9"
"V89158",0,"V891","4","DT","9"
"V89238",0,"V892","4","DT","9"
"V89338",0,"V893","4","DT","9"
"V89438",0,"V894","4","DT","9"
"V89538",0,"V895","4","DT","9"
"V89638",0,"V896","4","DT","9"
"V89738",0,"V897","4","DT","9"
"V89838",0,"V898","4","DT","9"
"V89938",0,"V899","4","DT","9"
"V90038",0,"V900","4","DT","9"
"V90158",0,"V901","4","DT","9"
"V90238",0,"V902","4","DT","9"
"V90338",0,"V903","4","DT","9"
"V90438",0,"V904","4","DT","9"
"V90538",0,"V905","4","DT","9"
"V90638",0,"V906","4","DT","9"
"V90738",0,"V907","4","DT","9"
"V90838",0,"V908","4","DT","9"
"V90938",0,"V909","4","DT","9"
"V91058",0,"V910","4","DT","9"
"V91158",0,"V911","4","DT","9"
"V91238",0,"V912","4","DT","9"
"V91338",0,"V913","4","DT","9"
"V91438",0,"V914","4","DT","9"
"V91538",0,"V915","4","DT","9"
"V91638",0,"V916","4","DT","9"
"V91738",0,"V917","4","DT","9"
"V91838",0,"V918","4","DT","9"
"V91938",0,"V919","4","DT","9"
"V92038",0,"V920","4","DT","9"
"V92158",0,"V921","4","DT","9"
"V92238",0,"V922","4","DT","9"
"V92338",0,"V923","4","DT","9"
"V92438",0,"V924","4","DT","9"
"V92538",0,"V925","4","DT","9"
"V92738",0,"V927","4","DT","9"
"V92838",0,"V928","4","DT","9"
"V92938",0,"V929","4","DT","9"
"V93038",0,"V930","4","DT","9"
"V93158",0,"V931","4","DT","9"
"V93238",0,"V932","4","DT","9"
"V93338",0,"V933","4","DT","9"
"V93438",0,"V934","4","DT","9"
"V93538",0,"V935","4","DT","9"
"V93638",0,"V936","4","DT","9"
"V93738",0,"V937","4","DT","9"
"V93838",0,"V938","4","DT","9"
"V93938",0,"V939","4","DT","9"
"V94038",0,"V940","4","DT","9"
"V94158",0,"V941","4","DT","9"
"V94238",0,"V942","4","DT","9"
"V94338",0,"V943","4","DT","9"
"V94438",0,"V944","4","DT","9"
"V94538",0,"V945","4","DT","9"
"V94638",0,"V946","4","DT","9"
"V94738",0,"V947","4","DT","9"
"V94838",0,"V948","4","DT","9"
"V94938",0,"V949","4","DT","9"
"V95038",0,"V950","4","DT","9"
"V95158",0,"V951","4","DT","9"
"V95238",0,"V952","4","DT","9"
"V95338",0,"V953","4","DT","9"
"V95438",0,"V954","4","DT","9"
"V95538",0,"V955","4","DT","9"
"V95638",0,"V956","4","DT","9"
"V95738",0,"V957","4","DT","9"
"V95838",0,"V958","4","DT","9"
"V95938",0,"V959","4","DT","9"
"V96038",0,"V960","4","DT","9"
"V96158",0,"V961","4","DT","9"
"V96238",0,"V962","4","DT","9"
"V96338",0,"V963","4","DT","9"
"V96438",0,"V964","4","DT","9"
"V96538",0,"V965","4","DT","9"
"V96638",0,"V966","4","DT","9"
"V96738",0,"V967","4","DT","9"
"V96838",0,"V968","4","DT","9"
"V96938",0,"V969","4","DT","9"
"V97038",0,"V970","4","DT","9"
"V97158",0,"V971","4","DT","9"
"V97238",0,"V972","4","DT","9"
"V97338",0,"V973","4","DT","9"
"V97438",0,"V974","4","DT","9"
"V97538",0,"V975","4","DT","9"
"V97638",0,"V976","4","DT","9"
"V97938",0,"V979","4","DT","9"
"V98038",0,"V980","4","DT","9"
"V98158",0,"V981","4","DT","9"
"V98238",0,"V982","4","DT","9"
"V98338",0,"V983","4","DT","9"
"V98438",0,"V984","4","DT","9"
"V98538",0,"V985","4","DT","9"
"V98638",0,"V986","4","DT","9"
"V98738",0,"V987","4","DT","9"
"V98838",0,"V988","4","DT","9"
"V98938",0,"V989","4","DT","9"
"V99038",0,"V990","4","DT","9"
"V99158",0,"V991","4","DT","9"
"V99238",0,"V992","4","DT","9"
"V99338",0,"V993","4","DT","9"
"V99438",0,"V994","4","DT","9"
"V99538",0,"V995","4","DT","9"
"V99638",0,"V996","4","DT","9"
"V99738",0,"V997","4","DT","9"
"V99838",0,"V998","4","DT","9"
"V99938",0,"V999","4","DT","9"
"V100038",0,"V1000","4","DT","9"
"V100158",0,"V1001","4","DT","9"
"V100238",0,"V1002","4","DT","9"
"V100338",0,"V1003","4","DT","9"
"V100438",0,"V1004","4","DT","9"
"V100538",0,"V1005","4","DT","9"
"V100638",0,"V1006","4","DT","9"
"V100738",0,"V1007","4","DT","9"
"V100838",0,"V1008","4","DT","9"
"V100938",0,"V1009","4","DT","9"
"V101058",0,"V1010","4","DT","9"
"V101158",0,"V1011","4","DT","9"
"V101238",0,"V1012","4","DT","9"
"V101338",0,"V1013","4","DT","9"
"V101438",0,"V1014","4","DT","9"
"V101538",0,"V1015","4","DT","9"
"V101638",0,"V1016","4","DT","9"
"V101738",0,"V1017","4","DT","9"
"V101838",0,"V1018","4","DT","9"
"V101938",0,"V1019","4","DT","9"
"V102038",0,"V1020","4","DT","9"
"V102158",0,"V1021","4","DT","9"
"V102238",0,"V1022","4","DT","9"
"V102338",0,"V1023","4","DT","9"
"V102438",0,"V1024","4","DT","9"
"V102538",0,"V1025","4","DT","9"
"V102638",0,"V1026","4","DT","9"
"V102738",0,"V1027","4","DT","9"
"V102838",0,"V1028","4","DT","9"
"V102938",0,"V1029","4","DT","9"
"V103038",0,"V1030","4","DT","9"
"V103158",0,"V1031","4","DT","9"
"V103238",0,"V1032","4","DT","9"
"V103338",0,"V1033","4","DT","9"
"V103438",0,"V1034","4","DT","9"
"V103538",0,"V1035","4","DT","9"
"V103638",0,"V1036","4","DT","9"
"V103738",0,"V1037","4","DT","9"
"V103838",0,"V1038","4","DT","9"
"V103938",0,"V1039","4","DT","9"
"V104038",0,"V1040","4","DT","9"
"V104158",0,"V1041","4","DT","9"
"V104238",0,"V1042","4","DT","9"
"V104338",0,"V1043","4","DT","9"
"V104438",0,"V1044","4","DT","9"
"V104538",0,"V1045","4","DT","9"
"V104638",0,"V1046","4","DT","9"
"V104738",0,"V1047","4","DT","9"
"V104838",0,"V1048","4","DT","9"
"V104938",0,"V1049","4","DT","9"
"V105038",0,"V1050","4","DT","9"
"V105158",0,"V1051","4","DT","9"
"V105238",0,"V1052","4","DT","9"
"V105338",0,"V1053","4","DT","9"
"V105438",0,"V1054","4","DT","9"
"V105538",0,"V1055","4","DT","9"
"V105638",0,"V1056","4","DT","9"
"V105738",0,"V1057","4","DT","9"
"V105838",0,"V1058","4","DT","9"
"V105938",0,"V1059","4","DT","9"
"V106038",0,"V1060","4","DT","9"
"V106158",0,"V1061","4","DT","9"
"V106238",0,"V1062","4","DT","9"
"V106338",0,"V1063","4","DT","9"
"V106438",0,"V1064","4","DT","9"
"V106538",0,"V1065","4","DT","9"
"V106638",0,"V1066","4","DT","9"
"V106738",0,"V1067","4","DT","9"
"V106838",0,"V1068","4","DT","9"
"V106938",0,"V1069","4","DT","9"
"V107038",0,"V1070","4","DT","9"
"V107158",0,"V1071","4","DT","9"
"V107238",0,"V1072","4","DT","9"
"V107338",0,"V1073","4","DT","9"
"V107438",0,"V1074","4","DT","9"
"V107538",0,"V1075","4","DT","9"
"V107638",0,"V1076","4","DT","9"
"V107738",0,"V1077","4","DT","9"
"V107838",0,"V1078","4","DT","9"
"V107938",0,"V1079","4","DT","9"
"V108038",0,"V1080","4","DT","9"
"V108158",0,"V1081","4","DT","9"
"V108238",0,"V1082","4","DT","9"
"V108338",0,"V1083","4","DT","9"
"V108438",0,"V1084","4","DT","9"
"V108538",0,"V1085","4","DT","9"
"V108638",0,"V1086","4","DT","9"
"V108738",0,"V1087","4","DT","9"
"V108838",0,"V1088","4","DT","9"
"V108938",0,"V1089","4","DT","9"
"V109038",0,"V1090","4","DT","9"
"V109158",0,"V1091","4","DT","9"
"V109238",0,"V1092","4","DT","9"
"V109338",0,"V1093","4","DT","9"
"V109438",0,"V1094","4","DT","9"
"V109538",0,"V1095","4","DT","9"
"V109638",0,"V1096","4","DT","9"
"V109738",0,"V1097","4","DT","9"
"V109838",0,"V1098","4","DT","9"
"V109938",0,"V1099","4","DT","9"
"V110058",0,"V1100","4","DT","9"
"V110158",0,"V1101","4","DT","9"
"V110238",0,"V1102","4","DT","9"
"V110338",0,"V1103","4","DT","9"
"V110438",0,"V1104","4","DT","9"
"V110538",0,"V1105","4","DT","9"
"V110638",0,"V1106","4","DT","9"
"V110738",0,"V1107","4","DT","9"
"V110838",0,"V1108","4","DT","9"
"V110938",0,"V1109","4","DT","9"
"V111058",0,"V1110","4","DT","9"
"V111158",0,"V1111","4","DT","9"
"V111238",0,"V1112","4","DT","9"
"V111338",0,"V1113","4","DT","9"
"V111438",0,"V1114","4","DT","9"
"V111538",0,"V1115","4","DT","9"
"V111638",0,"V1116","4","DT","9"
"V111738",0,"V1117","4","DT","9"
"V111838",0,"V1118","4","DT","9"
"V111938",0,"V1119","4","DT","9"
"V112038",0,"V1120","4","DT","9"
"V112158",0,"V1121","4","DT","9"
"V112238",0,"V1122","4","DT","9"
"V112338",0,"V1123","4","DT","9"
"V112438",0,"V1124","4","DT","9"
"V112538",0,"V1125","4","DT","9"
"V112638",0,"V1126","4","DT","9"
"V112738",0,"V1127","4","DT","9"
"V112838",0,"V1128","4","DT","9"
"V112938",0,"V1129","4","DT","9"
"V113038",0,"V1130","4","DT","9"
"V113158",0,"V1131","4","DT","9"
"V113238",0,"V1132","4","DT","9"
"V113338",0,"V1133","4","DT","9"
"V113438",0,"V1134","4","DT","9"
"V113538",0,"V1135","4","DT","9"
"V113638",0,"V1136","4","DT","9"
"V113738",0,"V1137","4","DT","9"
"V113838",0,"V1138","4","DT","9"
"V113938",0,"V1139","4","DT","9"
"V114038",0,"V1140","4","DT","9"
"V114158",0,"V1141","4","DT","9"
"V114238",0,"V1142","4","DT","9"
"V114338",0,"V1143","4","DT","9"
"V114438",0,"V1144","4","DT","9"
"V114538",0,"V1145","4","DT","9"
"V114638",0,"V1146","4","DT","9"
"V114738",0,"V1147","4","DT","9"
"V114838",0,"V1148","4","DT","9"
"V114938",0,"V1149","4","DT","9"
"V115038",0,"V1150","4","DT","9"
"V115158",0,"V1151","4","DT","9"
"V115238",0,"V1152","4","DT","9"
"V115338",0,"V1153","4","DT","9"
"V115438",0,"V1154","4","DT","9"
"V115538",0,"V1155","4","DT","9"
"V115638",0,"V1156","4","DT","9"
"V115738",0,"V1157","4","DT","9"
"V115838",0,"V1158","4","DT","9"
"V115938",0,"V1159","4","DT","9"
"V116038",0,"V1160","4","DT","9"
"V116158",0,"V1161","4","DT","9"
"V116238",0,"V1162","4","DT","9"
"V116338",0,"V1163","4","DT","9"
"V116438",0,"V1164","4","DT","9"
"V116538",0,"V1165","4","DT","9"
"V116638",0,"V1166","4","DT","9"
"V116738",0,"V1167","4","DT","9"
"V116838",0,"V1168","4","DT","9"
"V116938",0,"V1169","4","DT","9"
"V117038",0,"V1170","4","DT","9"
"V117158",0,"V1171","4","DT","9"
"V117238",0,"V1172","4","DT","9"
"V117338",0,"V1173","4","DT","9"
"V117438",0,"V1174","4","DT","9"
"V117538",0,"V1175","4","DT","9"
"V117638",0,"V1176","4","DT","9"
"V117738",0,"V1177","4","DT","9"
"V117838",0,"V1178","4","DT","9"
"V117938",0,"V1179","4","DT","9"
"V118038",0,"V1180","4","DT","9"
"V118158",0,"V1181","4","DT","9"
"V118338",0,"V1183","4","DT","9"
"V118438",0,"V1184","4","DT","9"
"V118538",0,"V1185","4","DT","9"
"V118638",0,"V1186","4","DT","9"
"V118738",0,"V1187","4","DT","9"
"V118838",0,"V1188","4","DT","9"
"V118938",0,"V1189","4","DT","9"
"V119038",0,"V1190","4","DT","9"
"V119158",0,"V1191","4","DT","9"
"V119238",0,"V1192","4","DT","9"
"V119338",0,"V1193","4","DT","9"
"V119438",0,"V1194","4","DT","9"
"V119538",0,"V1195","4","DT","9"
"V119638",0,"V1196","4","DT","9"
"V119738",0,"V1197","4","DT","9"
"V119838",0,"V1198","4","DT","9"
"V119938",0,"V1199","4","DT","9"
"V120038",0,"V1200","4","DT","9"
"V120158",0,"V1201","4","DT","9"
"V120238",0,"V1202","4","DT","9"
"V120338",0,"V1203","4","DT","9"
"V120438",0,"V1204","4","DT","9"
"V120538",0,"V1205","4","DT","9"
"V120638",0,"V1206","4","DT","9"
"V120738",0,"V1207","4","DT","9"
"V120838",0,"V1208","4","DT","9"
"V120938",0,"V1209","4","DT","9"
"V121058",0,"V1210","4","DT","9"
"V121158",0,"V1211","4","DT","9"
"V121238",0,"V1212","4","DT","9"
"V121338",0,"V1213","4","DT","9"
"V121438",0,"V1214","4","DT","9"
"V121538",0,"V1215","4","DT","9"
"V121638",0,"V1216","4","DT","9"
"V121738",0,"V1217","4","DT","9"
"V121838",0,"V1218","4","DT","9"
"V121938",0,"V1219","4","DT","9"
"V122158",0,"V1221","4","DT","9"
"V122238",0,"V1222","4","DT","9"
"V122338",0,"V1223","4","DT","9"
"V122438",0,"V1224","4","DT","9"
"V122538",0,"V1225","4","DT","9"
"V122638",0,"V1226","4","DT","9"
"V122738",0,"V1227","4","DT","9"
"V122838",0,"V1228","4","DT","9"
"V122938",0,"V1229","4","DT","9"
"V123038",0,"V1230","4","DT","9"
"V123158",0,"V1231","4","DT","9"
"V123238",0,"V1232","4","DT","9"
"V123338",0,"V1233","4","DT","9"
"V123438",0,"V1234","4","DT","9"
"V123538",0,"V1235","4","DT","9"
"V123638",0,"V1236","4","DT","9"
"V123738",0,"V1237","4","DT","9"
"V123838",0,"V1238","4","DT","9"
"V123938",0,"V1239","4","DT","9"
"V124038",0,"V1240","4","DT","9"
"V124158",0,"V1241","4","DT","9"
"V124238",0,"V1242","4","DT","9"
"V124338",0,"V1243","4","DT","9"
"V124438",0,"V1244","4","DT","9"
"V124538",0,"V1245","4","DT","9"
"V124638",0,"V1246","4","DT","9"
"V124738",0,"V1247","4","DT","9"
"V124838",0,"V1248","4","DT","9"
"V124938",0,"V1249","4","DT","9"
"V125038",0,"V1250","4","DT","9"
"V125158",0,"V1251","4","DT","9"
"V125238",0,"V1252","4","DT","9"
"V125338",0,"V1253","4","DT","9"
"V125438",0,"V1254","4","DT","9"
"V125538",0,"V1255","4","DT","9"
"V125638",0,"V1256","4","DT","9"
"V125738",0,"V1257","4","DT","9"
"V125838",0,"V1258","4","DT","9"
"V125938",0,"V1259","4","DT","9"
"V126038",0,"V1260","4","DT","9"
"V126158",0,"V1261","4","DT","9"
"V126238",0,"V1262","4","DT","9"
"V126338",0,"V1263","4","DT","9"
"V126438",0,"V1264","4","DT","9"
"V126538",0,"V1265","4","DT","9"
"V126638",0,"V1266","4","DT","9"
"V126838",0,"V1268","4","DT","9"
"V126938",0,"V1269","4","DT","9"
"V127038",0,"V1270","4","DT","9"
"V127158",0,"V1271","4","DT","9"
"V127238",0,"V1272","4","DT","9"
"V127338",0,"V1273","4","DT","9"
"V127438",0,"V1274","4","DT","9"
"V127538",0,"V1275","4","DT","9"
"V127638",0,"V1276","4","DT","9"
"V127738",0,"V1277","4","DT","9"
"V127838",0,"V1278","4","DT","9"
"V127938",0,"V1279","4","DT","9"
"V128038",0,"V1280","4","DT","9"
"V128158",0,"V1281","4","DT","9"
"V128238",0,"V1282","4","DT","9"
"V128338",0,"V1283","4","DT","9"
"V128438",0,"V1284","4","DT","9"
"V128538",0,"V1285","4","DT","9"
"V128638",0,"V1286","4","DT","9"
"V128738",0,"V1287","4","DT","9"
"V128838",0,"V1288","4","DT","9"
"V128938",0,"V1289","4","DT","9"
"V129038",0,"V1290","4","DT","9"
"V129158",0,"V1291","4","DT","9"
"V129238",0,"V1292","4","DT","9"
"V129338",0,"V1293","4","DT","9"
"V129438",0,"V1294","4","DT","9"
"V129538",0,"V1295","4","DT","9"
"V129638",0,"V1296","4","DT","9"
"V129738",0,"V1297","4","DT","9"
"V129838",0,"V1298","4","DT","9"
"V129938",0,"V1299","4","DT","9"
"V130038",0,"V1300","4","DT","9"
"V130158",0,"V1301","4","DT","9"
"V130238",0,"V1302","4","DT","9"
"V130338",0,"V1303","4","DT","9"
"V130438",0,"V1304","4","DT","9"
"V130538",0,"V1305","4","DT","9"
"V130638",0,"V1306","4","DT","9"
"V130738",0,"V1307","4","DT","9"
"V130838",0,"V1308","4","DT","9"
"V130938",0,"V1309","4","DT","9"
"V131058",0,"V1310","4","DT","9"
"V131158",0,"V1311","4","DT","9"
"V131238",0,"V1312","4","DT","9"
"V131338",0,"V1313","4","DT","9"
"V131438",0,"V1314","4","DT","9"
"V131538",0,"V1315","4","DT","9"
"V131638",0,"V1316","4","DT","9"
"V131738",0,"V1317","4","DT","9"
"V131838",0,"V1318","4","DT","9"
"V131938",0,"V1319","4","DT","9"
"V132038",0,"V1320","4","DT","9"
"V132158",0,"V1321","4","DT","9"
"V132238",0,"V1322","4","DT","9"
"V132338",0,"V1323","4","DT","9"
"V132438",0,"V1324","4","DT","9"
"V132538",0,"V1325","4","DT","9"
"V132638",0,"V1326","4","DT","9"
"V132738",0,"V1327","4","DT","9"
"V132838",0,"V1328","4","DT","9"
"V132938",0,"V1329","4","DT","9"
"V133038",0,"V1330","4","DT","9"
"V133158",0,"V1331","4","DT","9"
"V133238",0,"V1332","4","DT","9"
"V133338",0,"V1333","4","DT","9"
"V133438",0,"V1334","4","DT","9"
"V133538",0,"V1335","4","DT","9"
"V133638",0,"V1336","4","DT","9"
"V133738",0,"V1337","4","DT","9"
"V133838",0,"V1338","4","DT","9"
"V133938",0,"V1339","4","DT","9"
"V134038",0,"V1340","4","DT","9"
"V134158",0,"V1341","4","DT","9"
"V134238",0,"V1342","4","DT","9"
"V134338",0,"V1343","4","DT","9"
"V134438",0,"V1344","4","DT","9"
"V134538",0,"V1345","4","DT","9"
"V134638",0,"V1346","4","DT","9"
"V134738",0,"V1347","4","DT","9"
"V134838",0,"V1348","4","DT","9"
"V134938",0,"V1349","4","DT","9"
"V135038",0,"V1350","4","DT","9"
"V135158",0,"V1351","4","DT","9"
"V135238",0,"V1352","4","DT","9"
"V135338",0,"V1353","4","DT","9"
"V135438",0,"V1354","4","DT","9"
"V135538",0,"V1355","4","DT","9"
"V135638",0,"V1356","4","DT","9"
"V135738",0,"V1357","4","DT","9"
"V135838",0,"V1358","4","DT","9"
"V135938",0,"V1359","4","DT","9"
"V136038",0,"V1360","4","DT","9"
"V136158",0,"V1361","4","DT","9"
"V136238",0,"V1362","4","DT","9"
"V136338",0,"V1363","4","DT","9"
"V136438",0,"V1364","4","DT","9"
"V136538",0,"V1365","4","DT","9"
"V136638",0,"V1366","4","DT","9"
"V136738",0,"V1367","4","DT","9"
"V136838",0,"V1368","4","DT","9"
"V136938",0,"V1369","4","DT","9"
"V137038",0,"V1370","4","DT","9"
"V137158",0,"V1371","4","DT","9"
"V137238",0,"V1372","4","DT","9"
"V137338",0,"V1373","4","DT","9"
"V137438",0,"V1374","4","DT","9"
"V137538",0,"V1375","4","DT","9"
"V137638",0,"V1376","4","DT","9"
"V137738",0,"V1377","4","DT","9"
"V137838",0,"V1378","4","DT","9"
"V137938",0,"V1379","4","DT","9"
"V138038",0,"V1380","4","DT","9"
"V138158",0,"V1381","4","DT","9"
"V138238",0,"V1382","4","DT","9"
"V138338",0,"V1383","4","DT","9"
"V138438",0,"V1384","4","DT","9"
"V138538",0,"V1385","4","DT","9"
"V138638",0,"V1386","4","DT","9"
"V138738",0,"V1387","4","DT","9"
"V138838",0,"V1388","4","DT","9"
"V138938",0,"V1389","4","DT","9"
"V139038",0,"V1390","4","DT","9"
"V139158",0,"V1391","4","DT","9"
"V139238",0,"V1392","4","DT","9"
"V139338",0,"V1393","4","DT","9"
"V139438",0,"V1394","4","DT","9"
"V139538",0,"V1395","4","DT","9"
"V139638",0,"V1396","4","DT","9"
"V139738",0,"V1397","4","DT","9"
"V139838",0,"V1398","4","DT","9"
"V139938",0,"V1399","4","DT","9"
"V140038",0,"V1400","4","DT","9"
"V140158",0,"V1401","4","DT","9"
"V140238",0,"V1402","4","DT","9"
"V140338",0,"V1403","4","DT","9"
"V140438",0,"V1404","4","DT","9"
"V140538",0,"V1405","4","DT","9"
"V140638",0,"V1406","4","DT","9"
"V140738",0,"V1407","4","DT","9"
"V140838",0,"V1408","4","DT","9"
"V140938",0,"V1409","4","DT","9"
"V141058",0,"V1410","4","DT","9"
"V141158",0,"V1411","4","DT","9"
"V141238",0,"V1412","4","DT","9"
"V141338",0,"V1413","4","DT","9"
"V141438",0,"V1414","4","DT","9"
"V141538",0,"V1415","4","DT","9"
