"","Overall","marker","n.fold","method","variable"
"V1496113",0.0488653701049221,"V1496","2","BAG","12"
"V1497113",0.0418073953644075,"V1497","2","BAG","12"
"V1498113",0.0827908275676386,"V1498","2","BAG","12"
"V1499113",0.0426215165395935,"V1499","2","BAG","12"
"V1500113",0.0437741605008125,"V1500","2","BAG","12"
"V1501115",0.0520460247881097,"V1501","2","BAG","12"
"V1502114",0.0457002037396205,"V1502","2","BAG","12"
"V1503113",0.0515323791448546,"V1503","2","BAG","12"
"V1504113",0.021242214694401,"V1504","2","BAG","12"
"V1505113",0.0490992195997968,"V1505","2","BAG","12"
"V1506113",0.0390067266222265,"V1506","2","BAG","12"
"V1507113",0.0636088818854898,"V1507","2","BAG","12"
"V1508113",0.156531517905752,"V1508","2","BAG","12"
"V1509113",0.0491441871616615,"V1509","2","BAG","12"
"V1510115",0.1149640470957,"V1510","2","BAG","12"
"V1511115",0.128125229438298,"V1511","2","BAG","12"
"V1512114",0.260740021473493,"V1512","2","BAG","12"
"V1513113",0.246127707995168,"V1513","2","BAG","12"
"V1514113",0.133614383130514,"V1514","2","BAG","12"
"V1515113",0.0692373165893187,"V1515","2","BAG","12"
"V1516113",0.0189197607276644,"V1516","2","BAG","12"
"V1517113",0.0435791911256294,"V1517","2","BAG","12"
"V1518113",0.0227988587838195,"V1518","2","BAG","12"
"V1519113",0.0543982930117648,"V1519","2","BAG","12"
"V1520113",0.0424011380454872,"V1520","2","BAG","12"
"V1521115",0.0649483017246687,"V1521","2","BAG","12"
"V1522114",0.0596215140009033,"V1522","2","BAG","12"
"V1523113",0.0495301495322793,"V1523","2","BAG","12"
"V1524113",0.0620609929685383,"V1524","2","BAG","12"
"V1525113",0.170256659167904,"V1525","2","BAG","12"
"V1526113",0.103368205069143,"V1526","2","BAG","12"
"V1527113",0.0431736726952953,"V1527","2","BAG","12"
"V1528113",0.0892644122996004,"V1528","2","BAG","12"
"V1529113",0.0698917013167158,"V1529","2","BAG","12"
"V1530113",0.0826152922248685,"V1530","2","BAG","12"
"V1531115",0.164158543807729,"V1531","2","BAG","12"
"V1532114",0.106694969030723,"V1532","2","BAG","12"
"V1533113",0.125665359081907,"V1533","2","BAG","12"
"V1534113",0.0930779142321294,"V1534","2","BAG","12"
"V1535113",0.173607086602205,"V1535","2","BAG","12"
"V1536113",0.09149863790681,"V1536","2","BAG","12"
"V1537113",0.264014195209879,"V1537","2","BAG","12"
"V1538113",0.0986470339870602,"V1538","2","BAG","12"
"V1539113",0.0987501338965562,"V1539","2","BAG","12"
"V1540113",0.101971293575468,"V1540","2","BAG","12"
"V1541115",0.188125525706091,"V1541","2","BAG","12"
"V1542114",0.0945771170599716,"V1542","2","BAG","12"
"V1543113",0.0757057929494215,"V1543","2","BAG","12"
"V1544113",0.0348679792321922,"V1544","2","BAG","12"
"V1545113",0.0117186173975106,"V1545","2","BAG","12"
"V1546113",0.0371179966330754,"V1546","2","BAG","12"
"V1547113",0.116407292891858,"V1547","2","BAG","12"
"V1548113",0.133075819067369,"V1548","2","BAG","12"
"V1549113",0.0985912470119998,"V1549","2","BAG","12"
"V1550113",0.0677736310946205,"V1550","2","BAG","12"
"V1551115",0.131648752028225,"V1551","2","BAG","12"
"V1552114",0.0757753423500444,"V1552","2","BAG","12"
"V1553113",0.0867273960078826,"V1553","2","BAG","12"
"V1554113",0.0525116010864953,"V1554","2","BAG","12"
"V1555113",0.161931159581338,"V1555","2","BAG","12"
"V1556113",0.0718100111547287,"V1556","2","BAG","12"
"V1557113",0.825655477238273,"V1557","2","BAG","12"
"V1558113",0.408142970434043,"V1558","2","BAG","12"
"V1559113",0.249226031617707,"V1559","2","BAG","12"
"V1560113",0.583355949982009,"V1560","2","BAG","12"
"V1561115",0.105306979292519,"V1561","2","BAG","12"
"V1562114",0.0968037274275772,"V1562","2","BAG","12"
"V1563113",0.169868461168041,"V1563","2","BAG","12"
"V1564113",0.219546499830421,"V1564","2","BAG","12"
"V1565113",0.0754594135078029,"V1565","2","BAG","12"
"V1566113",0.0596510561509085,"V1566","2","BAG","12"
"V1567113",0.0171047163502357,"V1567","2","BAG","12"
"V1568113",0.110677214413939,"V1568","2","BAG","12"
"V1569113",0.0439823345854729,"V1569","2","BAG","12"
"V1570113",0.0605617370192404,"V1570","2","BAG","12"
"V1571115",0.0708465928127555,"V1571","2","BAG","12"
"V1572114",0.0195220327012993,"V1572","2","BAG","12"
"V1573113",0.0508657111075437,"V1573","2","BAG","12"
"V1574113",0.0973310238687867,"V1574","2","BAG","12"
"V1575113",0.0484843583686683,"V1575","2","BAG","12"
"V1576113",0.0254722508485307,"V1576","2","BAG","12"
"V1577113",0.0350119967754083,"V1577","2","BAG","12"
"V1578113",0.0408969952633896,"V1578","2","BAG","12"
"V1579113",0.0396303293921424,"V1579","2","BAG","12"
"V1580113",0.0276112976309402,"V1580","2","BAG","12"
"V1581115",0.0171603137801798,"V1581","2","BAG","12"
"V1582114",0.0393253892139099,"V1582","2","BAG","12"
"V1583113",0.0299538009296044,"V1583","2","BAG","12"
"V1584113",0.0307653545269388,"V1584","2","BAG","12"
"V1585113",0.0310557852931202,"V1585","2","BAG","12"
"V1586113",0.0235947146724669,"V1586","2","BAG","12"
"V1587113",0.0131859275471408,"V1587","2","BAG","12"
"V1588113",0.102815472021053,"V1588","2","BAG","12"
"V1589113",0.137162363380259,"V1589","2","BAG","12"
"V1590113",0.031074240624692,"V1590","2","BAG","12"
"V1591115",0.0126263183805359,"V1591","2","BAG","12"
"V1592114",0.0417960306554402,"V1592","2","BAG","12"
"V1593113",0.0245378518866182,"V1593","2","BAG","12"
"V1594113",0.034448535204842,"V1594","2","BAG","12"
"V1595113",0.02598339693694,"V1595","2","BAG","12"
"V1596113",0.0782394558387133,"V1596","2","BAG","12"
"V1597113",0.046736345246063,"V1597","2","BAG","12"
"V1598113",0.0726477414283824,"V1598","2","BAG","12"
"V1599113",0.110832057608325,"V1599","2","BAG","12"
"V1600113",0.0569379314772902,"V1600","2","BAG","12"
"V1601115",0.0763610629621681,"V1601","2","BAG","12"
"V1602114",0.0545881158088754,"V1602","2","BAG","12"
"V1603113",0.105917305844871,"V1603","2","BAG","12"
"V1604113",0.583931478271909,"V1604","2","BAG","12"
"V1605113",0.10546302271743,"V1605","2","BAG","12"
"V1606113",0.0416795930580559,"V1606","2","BAG","12"
"V1607113",0.0539480721380044,"V1607","2","BAG","12"
"V1608113",0.0269287136475365,"V1608","2","BAG","12"
"V1609113",0.0496458947416907,"V1609","2","BAG","12"
"V1610115",0.105861454836431,"V1610","2","BAG","12"
"V1611115",0.0642138502203608,"V1611","2","BAG","12"
"V1612114",0.0204544619309153,"V1612","2","BAG","12"
"V1613113",0.0480608597795318,"V1613","2","BAG","12"
"V1614113",0.0283157782192107,"V1614","2","BAG","12"
"V1615113",0.0184701381379422,"V1615","2","BAG","12"
"V1616113",0.0624104746190702,"V1616","2","BAG","12"
"V1617113",0.0411797093585664,"V1617","2","BAG","12"
"V1618113",0.0206605895040957,"V1618","2","BAG","12"
"V1619113",0.050600226147201,"V1619","2","BAG","12"
"V1620113",0.0217851381161958,"V1620","2","BAG","12"
"V1621115",0.0484529564359056,"V1621","2","BAG","12"
"V1622114",0.0421677153934635,"V1622","2","BAG","12"
"V1623113",0.0416183944587661,"V1623","2","BAG","12"
"V1624113",0.0223436749357687,"V1624","2","BAG","12"
"V1625113",0.0427774622805674,"V1625","2","BAG","12"
"V1626113",0.0257362184622389,"V1626","2","BAG","12"
"V1627113",0.0509571297088317,"V1627","2","BAG","12"
"V1628113",0.0464463409306603,"V1628","2","BAG","12"
"V1629113",0.0148708510456998,"V1629","2","BAG","12"
"V1630113",0.0478024273843954,"V1630","2","BAG","12"
"V1631115",0.0459282592218706,"V1631","2","BAG","12"
"V1632114",0.0297848631162425,"V1632","2","BAG","12"
"V1633113",0.0476959193441287,"V1633","2","BAG","12"
"V1634113",0.0294973057690394,"V1634","2","BAG","12"
"V1635113",0.0261450012179113,"V1635","2","BAG","12"
"V1636113",0.0332177646822481,"V1636","2","BAG","12"
"V1637113",0.0284830347167752,"V1637","2","BAG","12"
"V1638113",0.0238691036661717,"V1638","2","BAG","12"
"V1639113",0.073140219657399,"V1639","2","BAG","12"
"V1640113",0.00674320555904561,"V1640","2","BAG","12"
"V1641115",0.0502949040173397,"V1641","2","BAG","12"
"V1642114",0.0846806404643512,"V1642","2","BAG","12"
"V1643113",0.0302283131129907,"V1643","2","BAG","12"
"V1644113",0.0761035694269771,"V1644","2","BAG","12"
"V1645113",0.0198070962634045,"V1645","2","BAG","12"
"V1646113",0.061614406774769,"V1646","2","BAG","12"
"V1647113",0.076276782781475,"V1647","2","BAG","12"
"V1648113",0.0554657234244773,"V1648","2","BAG","12"
"V1649113",0.0478507620550223,"V1649","2","BAG","12"
"V1650113",0.0963963187778391,"V1650","2","BAG","12"
"V1651115",0.0385432644372312,"V1651","2","BAG","12"
"V1652114",0.0847329428500632,"V1652","2","BAG","12"
"V1653113",0.0335170802099644,"V1653","2","BAG","12"
"V1654113",0.0344766994364281,"V1654","2","BAG","12"
"V1655113",0.0322831178661865,"V1655","2","BAG","12"
"V1656113",0.0740544438839321,"V1656","2","BAG","12"
"V1657113",0.0402875244213528,"V1657","2","BAG","12"
"V1658113",0.073246832754135,"V1658","2","BAG","12"
"V1659113",0.0679267355149994,"V1659","2","BAG","12"
"V1660113",0.0340637753563375,"V1660","2","BAG","12"
"V1661115",0.0264065018255756,"V1661","2","BAG","12"
"V1662114",0.075188533078605,"V1662","2","BAG","12"
"V1663113",0.0707992987463425,"V1663","2","BAG","12"
"V1664113",0.0561370812921991,"V1664","2","BAG","12"
"V1665113",0.0265148279163583,"V1665","2","BAG","12"
"V1666113",0.0360546757285366,"V1666","2","BAG","12"
"V1667113",0.0266531209861414,"V1667","2","BAG","12"
"V1668113",0.0186970668931233,"V1668","2","BAG","12"
"V1669113",0.0496665156951602,"V1669","2","BAG","12"
"V1670113",0.0366685554566498,"V1670","2","BAG","12"
"V1671115",0.0335928895263203,"V1671","2","BAG","12"
"V1672114",0.0598690398818331,"V1672","2","BAG","12"
"V1673113",0.0639389640435432,"V1673","2","BAG","12"
"V1674113",0.0359480762601008,"V1674","2","BAG","12"
"V1675113",0.0369406217234824,"V1675","2","BAG","12"
"V1676113",0.0371065987587295,"V1676","2","BAG","12"
"V1677113",0.0408065312624343,"V1677","2","BAG","12"
"V1678113",0.0346536386600991,"V1678","2","BAG","12"
"V1679113",0.0281976600217086,"V1679","2","BAG","12"
"V1680113",0.0457596835896165,"V1680","2","BAG","12"
"V1681115",0.0210274515971282,"V1681","2","BAG","12"
"V1682114",0.0308424969172091,"V1682","2","BAG","12"
"V1683113",0.0290372476497892,"V1683","2","BAG","12"
"V1684113",0.0136198513233071,"V1684","2","BAG","12"
"V1685113",0.0353455961278479,"V1685","2","BAG","12"
"V1686113",0.0211113700631164,"V1686","2","BAG","12"
"V1687113",0.0382670628610019,"V1687","2","BAG","12"
"V1688113",0.0820178006164723,"V1688","2","BAG","12"
"V1689113",0.0145245026393078,"V1689","2","BAG","12"
"V1690113",0.0218182031755731,"V1690","2","BAG","12"
"V1691115",0.0444121700768339,"V1691","2","BAG","12"
"V1692114",0.0194898204122156,"V1692","2","BAG","12"
"V1693113",0.0574191495596426,"V1693","2","BAG","12"
"V1694113",0.0100343082240238,"V1694","2","BAG","12"
"V1695113",0.029840212336558,"V1695","2","BAG","12"
"V1696113",0.034386009369936,"V1696","2","BAG","12"
"V1697113",0.0320019228042308,"V1697","2","BAG","12"
"V1698113",0.0286982127803992,"V1698","2","BAG","12"
"V1699113",0.10380871176062,"V1699","2","BAG","12"
"V1700113",0.0523462113720835,"V1700","2","BAG","12"
"V1701115",0.0509852888916944,"V1701","2","BAG","12"
"V1702114",0.0333684327651294,"V1702","2","BAG","12"
"V1703113",0.0174640397244397,"V1703","2","BAG","12"
"V1704113",0.040673408516741,"V1704","2","BAG","12"
"V1705113",0.0285082994785742,"V1705","2","BAG","12"
"V1706113",0.0349243528702616,"V1706","2","BAG","12"
"V1707113",0.0561271746887217,"V1707","2","BAG","12"
"V1708113",0.0155086615671378,"V1708","2","BAG","12"
"V1709113",0.031448605863025,"V1709","2","BAG","12"
"V1710115",0.0288928680659433,"V1710","2","BAG","12"
"V1711115",0.0338318024435335,"V1711","2","BAG","12"
"V1712114",0.0218748801338673,"V1712","2","BAG","12"
"V1713113",0.0228795343038662,"V1713","2","BAG","12"
"V1714113",0.0551572011887934,"V1714","2","BAG","12"
"V1715113",0.0324248414855011,"V1715","2","BAG","12"
"V1716113",0.027832187739526,"V1716","2","BAG","12"
"V1717113",0.0532093276911789,"V1717","2","BAG","12"
"V1718113",0.047096414736445,"V1718","2","BAG","12"
"V1719113",0.0613248413661721,"V1719","2","BAG","12"
"V1720113",0.0741315333948448,"V1720","2","BAG","12"
"V1721115",0.0546621591291661,"V1721","2","BAG","12"
"V1722114",0.0907019930849379,"V1722","2","BAG","12"
"V1723113",0.220943499886272,"V1723","2","BAG","12"
"V1724113",0.0282490160141727,"V1724","2","BAG","12"
"V1725113",0.0600544317573235,"V1725","2","BAG","12"
"V1726113",0.0598223953101707,"V1726","2","BAG","12"
"V1727113",0.0804741113756602,"V1727","2","BAG","12"
"V1728113",0.0493909530346592,"V1728","2","BAG","12"
"V1729113",0.0483801644664272,"V1729","2","BAG","12"
"V1730113",0.0324602742710936,"V1730","2","BAG","12"
"V1731115",0.0663174126407792,"V1731","2","BAG","12"
"V1732114",0.0973236957163145,"V1732","2","BAG","12"
"V1733113",0.122924700972779,"V1733","2","BAG","12"
"V1734113",0.0808128311534194,"V1734","2","BAG","12"
"V1735113",0.0588743144281928,"V1735","2","BAG","12"
"V1736113",0.0390691178198106,"V1736","2","BAG","12"
"V1737113",0.0746429707164562,"V1737","2","BAG","12"
"V1738113",0.0429747632536215,"V1738","2","BAG","12"
"V1739113",0.0878586368598296,"V1739","2","BAG","12"
"V1740113",0.063180686085281,"V1740","2","BAG","12"
"V1741115",0.0955223967127574,"V1741","2","BAG","12"
"V1742114",0.0333670742987097,"V1742","2","BAG","12"
"V1743113",0.0680912342834746,"V1743","2","BAG","12"
"V1744113",0.0441989752372297,"V1744","2","BAG","12"
"V1745113",0.0610908837255585,"V1745","2","BAG","12"
"V1746113",0.0284174800078694,"V1746","2","BAG","12"
"V1747113",0.0818950301420872,"V1747","2","BAG","12"
"V1748113",0.0431892828569813,"V1748","2","BAG","12"
"V1749113",0.122955323628985,"V1749","2","BAG","12"
"V1750113",0.145671298592051,"V1750","2","BAG","12"
"V1751115",0.0692453623947078,"V1751","2","BAG","12"
"V1752114",0.0981992709130206,"V1752","2","BAG","12"
"V1753113",0.036404291937955,"V1753","2","BAG","12"
"V1754113",0.0431510501193053,"V1754","2","BAG","12"
"V1755113",0.029602771079199,"V1755","2","BAG","12"
"V1756113",0.0826110129844147,"V1756","2","BAG","12"
"V1757113",0.0369246139107308,"V1757","2","BAG","12"
"V1758113",0.0609388802537447,"V1758","2","BAG","12"
"V1759113",0.0539119110059992,"V1759","2","BAG","12"
"V1760113",0.0353512459962006,"V1760","2","BAG","12"
"V1761115",0.0719853167219448,"V1761","2","BAG","12"
"V1762114",0.0379126169187947,"V1762","2","BAG","12"
"V1763113",0.0897502677186922,"V1763","2","BAG","12"
"V1764113",0.128322271967747,"V1764","2","BAG","12"
"V1765113",0.0627832708036938,"V1765","2","BAG","12"
"V1766113",0.0306684745840877,"V1766","2","BAG","12"
"V1767113",0.0556470584178763,"V1767","2","BAG","12"
"V1768113",0.0204591737109561,"V1768","2","BAG","12"
"V1769113",0.0338271107749216,"V1769","2","BAG","12"
"V1770113",0.0475216716882251,"V1770","2","BAG","12"
"V1771115",0.0243529220643068,"V1771","2","BAG","12"
"V1772114",0.0565242717955418,"V1772","2","BAG","12"
"V1773113",0.0250520417866394,"V1773","2","BAG","12"
"V1774113",0.0234741006127241,"V1774","2","BAG","12"
"V1775113",0.0213116340888172,"V1775","2","BAG","12"
"V1776113",0.0365669475947476,"V1776","2","BAG","12"
"V1777113",0.0509179280741482,"V1777","2","BAG","12"
"V1778113",0.0393554459302964,"V1778","2","BAG","12"
"V1779113",0.034141452548174,"V1779","2","BAG","12"
"V1780113",0.0282051623517123,"V1780","2","BAG","12"
"V1781115",0.0496882147837383,"V1781","2","BAG","12"
"V1782114",0.0534495591174158,"V1782","2","BAG","12"
"V1783113",0.0255218177111345,"V1783","2","BAG","12"
"V1784113",0.0607755656308361,"V1784","2","BAG","12"
"V1785113",0.0320776123765907,"V1785","2","BAG","12"
"V1786113",0.0696342304177575,"V1786","2","BAG","12"
"V1787113",0.0369017477386043,"V1787","2","BAG","12"
"V1788113",0.0405711749840871,"V1788","2","BAG","12"
"V1789113",0.0583686780281317,"V1789","2","BAG","12"
"V1790113",0.0596899056756591,"V1790","2","BAG","12"
"V1791115",0.0416361292047767,"V1791","2","BAG","12"
"V1792114",0.0327507482438335,"V1792","2","BAG","12"
"V1793113",0.0327198340633734,"V1793","2","BAG","12"
"V1794113",0.0255591286847905,"V1794","2","BAG","12"
"V1795113",0.0762603954719637,"V1795","2","BAG","12"
"V1796113",0.0521314379796694,"V1796","2","BAG","12"
"V1797113",0.0719327400427303,"V1797","2","BAG","12"
"V1798113",0.0171097573984861,"V1798","2","BAG","12"
"V1799113",0.146392271602405,"V1799","2","BAG","12"
"V1800113",0.0571689251433841,"V1800","2","BAG","12"
"V1801115",0.0378432028776316,"V1801","2","BAG","12"
"V1802114",0.0400067465349661,"V1802","2","BAG","12"
"V1803113",0.126964690648298,"V1803","2","BAG","12"
"V1804113",0.0816167500384527,"V1804","2","BAG","12"
"V1805113",0.0248640440526077,"V1805","2","BAG","12"
"V1806113",0.0426968870343963,"V1806","2","BAG","12"
"V1807113",0.0701145478245449,"V1807","2","BAG","12"
"V1808113",0.187151489619334,"V1808","2","BAG","12"
"V1809113",0.216100877964108,"V1809","2","BAG","12"
"V1810115",0.451993503474311,"V1810","2","BAG","12"
"V1811115",0.148199036452401,"V1811","2","BAG","12"
"V1812114",0.0923245773331539,"V1812","2","BAG","12"
"V1813113",0.162400679461455,"V1813","2","BAG","12"
"V1814113",0.240577963225554,"V1814","2","BAG","12"
"V1815113",0.0676527818712706,"V1815","2","BAG","12"
"V1816113",0.0906932846980623,"V1816","2","BAG","12"
"V1817113",0.0883436124425277,"V1817","2","BAG","12"
"V1818113",0.0985104696696328,"V1818","2","BAG","12"
"V1819113",0.0577672137111398,"V1819","2","BAG","12"
"V1820113",0.0819751481622483,"V1820","2","BAG","12"
"V1821115",0.229691762748462,"V1821","2","BAG","12"
"V1822114",0.259173384845465,"V1822","2","BAG","12"
"V1823113",0.0741504566898463,"V1823","2","BAG","12"
"V1824113",0.167011957076352,"V1824","2","BAG","12"
"V1825113",0.122335775228887,"V1825","2","BAG","12"
"V1826113",0.360757838693877,"V1826","2","BAG","12"
"V1827113",0.133373780916978,"V1827","2","BAG","12"
"V1828113",0.114251654741459,"V1828","2","BAG","12"
"V1829113",0.0809828475686642,"V1829","2","BAG","12"
"V1830113",0.06852524581305,"V1830","2","BAG","12"
"V1831115",0.110611608334685,"V1831","2","BAG","12"
"V1832114",0.0386363642318426,"V1832","2","BAG","12"
"V1833113",0.114453416567734,"V1833","2","BAG","12"
"V1834113",0.0800733398303803,"V1834","2","BAG","12"
"V1835113",0.123410256069476,"V1835","2","BAG","12"
"V1836113",0.0399673488670043,"V1836","2","BAG","12"
"V1837113",0.0496522601610318,"V1837","2","BAG","12"
"V1838113",0.0657938585691309,"V1838","2","BAG","12"
"V1839113",0.0377421180471443,"V1839","2","BAG","12"
"V1840113",0.0691419770086391,"V1840","2","BAG","12"
"V1841115",0.0565721958617136,"V1841","2","BAG","12"
"V1842114",0.026106439226134,"V1842","2","BAG","12"
"V1843113",0.050880140599623,"V1843","2","BAG","12"
"V1844113",0.0528307478417622,"V1844","2","BAG","12"
"V1845113",0.0396524075338685,"V1845","2","BAG","12"
"V1846113",0.049652228550588,"V1846","2","BAG","12"
"V1847113",0.100108076374017,"V1847","2","BAG","12"
"V1848113",0.0819775707856708,"V1848","2","BAG","12"
"V1849113",0.0825589999848786,"V1849","2","BAG","12"
"V1850113",0.138471058497459,"V1850","2","BAG","12"
"V1851115",0.096584677548032,"V1851","2","BAG","12"
"V1852114",0.0429312653742194,"V1852","2","BAG","12"
"V1853113",0.181043916344927,"V1853","2","BAG","12"
"V1854113",0.0854046760964895,"V1854","2","BAG","12"
"V1855113",0.0439888186594833,"V1855","2","BAG","12"
"V1856113",0.0124382929044943,"V1856","2","BAG","12"
"V1857113",0.0499111820997807,"V1857","2","BAG","12"
"V1858113",0.0633349446465266,"V1858","2","BAG","12"
"V1859113",0.114038158874855,"V1859","2","BAG","12"
"V1860113",0.0859891059313032,"V1860","2","BAG","12"
"V1861115",0.26992452915082,"V1861","2","BAG","12"
"V1862114",0.114855483115401,"V1862","2","BAG","12"
"V1863113",0.0792117845499253,"V1863","2","BAG","12"
"V1864113",0.0915753057547548,"V1864","2","BAG","12"
"V1865113",0.0812655436076116,"V1865","2","BAG","12"
"V1866113",0.0348986391789039,"V1866","2","BAG","12"
"V1867113",0.0443548969337987,"V1867","2","BAG","12"
"V1868113",0.0571127331949045,"V1868","2","BAG","12"
"V1869113",0.0179238800538475,"V1869","2","BAG","12"
"V1870113",0.059313198199377,"V1870","2","BAG","12"
"V1871115",0.0304838106479776,"V1871","2","BAG","12"
"V1872114",0.0473903632169688,"V1872","2","BAG","12"
"V1873113",0.0265614860632097,"V1873","2","BAG","12"
"V1874113",0.0347310758259043,"V1874","2","BAG","12"
"V1875113",0.0829626180265819,"V1875","2","BAG","12"
"V1876113",0.0487930077211455,"V1876","2","BAG","12"
"V1877113",0.123287580776967,"V1877","2","BAG","12"
"V1878113",0.0700436061674498,"V1878","2","BAG","12"
"V1879113",0.0442311705234527,"V1879","2","BAG","12"
"V1880113",0.0800899810743601,"V1880","2","BAG","12"
"V1881115",0.0535511846532852,"V1881","2","BAG","12"
"V1882114",0.22846722679743,"V1882","2","BAG","12"
"V1883113",0.0451576840975989,"V1883","2","BAG","12"
"V1884113",0.0450929654303081,"V1884","2","BAG","12"
"V1885113",0.070095671377779,"V1885","2","BAG","12"
"V1886113",0.0502031782042292,"V1886","2","BAG","12"
"V1887113",0.0639177784884395,"V1887","2","BAG","12"
"V1888113",0.0388482454989383,"V1888","2","BAG","12"
"V1889113",0.0492373067525651,"V1889","2","BAG","12"
"V1890113",0.0604799657199803,"V1890","2","BAG","12"
"V1891115",0.115061002929319,"V1891","2","BAG","12"
"V1892114",0.0437594206618978,"V1892","2","BAG","12"
"V1893113",0.0808254246784769,"V1893","2","BAG","12"
"V1894113",0.0248889582889562,"V1894","2","BAG","12"
"V1895113",0.0491734154294549,"V1895","2","BAG","12"
"V1896113",0.0603166072044997,"V1896","2","BAG","12"
"V1897113",0.0850796577481335,"V1897","2","BAG","12"
"V1898113",0.0790389656353098,"V1898","2","BAG","12"
"V1899113",0.0296095403450768,"V1899","2","BAG","12"
"V1900113",0.0176254767616026,"V1900","2","BAG","12"
"V1901115",0.0444907824675428,"V1901","2","BAG","12"
"V1902114",0.0389109946833255,"V1902","2","BAG","12"
"V1903113",0.149677282422459,"V1903","2","BAG","12"
"V1904113",0.0633267501023042,"V1904","2","BAG","12"
"V1905113",0.0565672933311643,"V1905","2","BAG","12"
"V1906113",0.0904703334532865,"V1906","2","BAG","12"
"V1907113",0.0856919877505773,"V1907","2","BAG","12"
"V1908113",0.151127256772865,"V1908","2","BAG","12"
"V1909113",0.0731853469547867,"V1909","2","BAG","12"
"V1910115",0.0574972678246881,"V1910","2","BAG","12"
"V1911115",0.0882423303056285,"V1911","2","BAG","12"
"V1912114",0.270162466967179,"V1912","2","BAG","12"
"V1913113",0.130837347938621,"V1913","2","BAG","12"
"V1914113",0.161886887389676,"V1914","2","BAG","12"
"V1915113",0.154053117190136,"V1915","2","BAG","12"
"V1916113",0.125083063610493,"V1916","2","BAG","12"
"V1917113",0.063597309630158,"V1917","2","BAG","12"
"V1918113",0.0457485952710028,"V1918","2","BAG","12"
"V1919113",0.0583053023741643,"V1919","2","BAG","12"
"V1920113",0.10893789463226,"V1920","2","BAG","12"
"V1921115",0.046053350301644,"V1921","2","BAG","12"
"V1922114",0.0669485661281798,"V1922","2","BAG","12"
"V1923113",0.0113063796672794,"V1923","2","BAG","12"
"V1924113",0.0374907993643089,"V1924","2","BAG","12"
"V1925113",0.0308350072649761,"V1925","2","BAG","12"
"V1926113",0.0379044027865331,"V1926","2","BAG","12"
"V1927113",0.0478983929562476,"V1927","2","BAG","12"
"V1928113",0.0726180630692609,"V1928","2","BAG","12"
"V1929113",0.092666443543655,"V1929","2","BAG","12"
"V1930113",0.112340433131088,"V1930","2","BAG","12"
"V1931115",0.0493510211031282,"V1931","2","BAG","12"
"V1932114",0.0631333212212604,"V1932","2","BAG","12"
"V1933113",0.0378315637571076,"V1933","2","BAG","12"
"V1934113",0.046857934192492,"V1934","2","BAG","12"
"V1935113",0.0818283968231292,"V1935","2","BAG","12"
"V1936113",0.0648667167261222,"V1936","2","BAG","12"
"V1937113",0.0364975900295302,"V1937","2","BAG","12"
"V1938113",0.0645802629361689,"V1938","2","BAG","12"
"V1939113",0.0879865729138681,"V1939","2","BAG","12"
"V1940113",0.0313390525429306,"V1940","2","BAG","12"
"V1941115",0.0911193034935957,"V1941","2","BAG","12"
"V1942114",0.0355431956997799,"V1942","2","BAG","12"
"V1943113",0.0760915652333117,"V1943","2","BAG","12"
"V1944113",0.0606292277299469,"V1944","2","BAG","12"
"V1945113",0.181139112847955,"V1945","2","BAG","12"
"V1946113",0.0468029906601253,"V1946","2","BAG","12"
"V1947113",0.0347171359762224,"V1947","2","BAG","12"
"V1948113",0.0237378712710937,"V1948","2","BAG","12"
"V1949113",0.106143738078082,"V1949","2","BAG","12"
"V1950113",0.0414989384057514,"V1950","2","BAG","12"
"V1951115",0.0566465374190501,"V1951","2","BAG","12"
"V1952114",0.0876265518887421,"V1952","2","BAG","12"
"V1953113",0.031821403775963,"V1953","2","BAG","12"
"V1954113",0.0429396893460363,"V1954","2","BAG","12"
"V1955113",0.0780262903295781,"V1955","2","BAG","12"
"V1956113",0.090174516406158,"V1956","2","BAG","12"
"V1957113",0.0697042241356054,"V1957","2","BAG","12"
"V1958113",0.119859272261458,"V1958","2","BAG","12"
"V1959113",0.234253121941566,"V1959","2","BAG","12"
"V1960113",0.676237064426337,"V1960","2","BAG","12"
"V1961115",0.328661472775595,"V1961","2","BAG","12"
"V1962114",0.0798176325428969,"V1962","2","BAG","12"
"V1963113",0.0784909660078636,"V1963","2","BAG","12"
"V1964113",0.0886573208299685,"V1964","2","BAG","12"
"V1965113",0.164979067405318,"V1965","2","BAG","12"
"V1966113",0.0290847302866076,"V1966","2","BAG","12"
"V1967113",0.132004899337452,"V1967","2","BAG","12"
"V1968113",0.0893350304736534,"V1968","2","BAG","12"
"V1969113",1.11801976085672,"V1969","2","BAG","12"
"V1970113",0.296185389502954,"V1970","2","BAG","12"
"V1971115",0.0793697263134637,"V1971","2","BAG","12"
"V1972114",0.120048767471747,"V1972","2","BAG","12"
"V1973113",0.1911851410963,"V1973","2","BAG","12"
"V1974113",0.0780828118546237,"V1974","2","BAG","12"
"V1975113",0.0208114676933528,"V1975","2","BAG","12"
"V1976113",0.0572709304172961,"V1976","2","BAG","12"
"V1977113",0.0988987671237549,"V1977","2","BAG","12"
"V1978113",0.0386433337707108,"V1978","2","BAG","12"
"V1979113",0.0336154709315507,"V1979","2","BAG","12"
"V1980113",0.0850857322313426,"V1980","2","BAG","12"
"V1981115",0.188147343267969,"V1981","2","BAG","12"
